kikuyu	english
Njiaro cia Gerishoni ciaheirwo matũũra ikũmi na matatũ kuuma mbarĩ cia mũhĩrĩga wa Isakaru, na wa Asheri, na wa Nafitali, na nuthu ya mũhĩrĩga wa Manase kũu Bashani.	The children of Gershon had thirteen cities by lot out of the families of the tribe of Issachar, out of the tribe of Asher, out of the tribe of Naphtali, and out of the half-tribe of Manasseh in Bashan.
Maritha akĩĩra Jesũ atĩrĩ, “Mwathani ũngĩraarĩ gũkũ-rĩ, mũrũ wa maitũ ndangĩrakuire. No rĩrĩ, nĩnjũũĩ atĩ o na rĩu Ngai nĩegũkũhe o kĩrĩa gĩothe ũngĩhooya.” Nake Jesũ akĩmwĩra atĩrĩ, “Mũrũ wa maitũguo nĩekũriũka.” Nake Maritha akĩmũcookeria atĩrĩ,	Therefore, these came to Philip, who was from Bethsaida of Galilee, and asked him, saying, “Sir, we want to see Jesus.”
Macio nĩmo mawatho makoniĩ mũndũ o wothe ũrĩa ũrĩ na mũrimũ wa ngoothi ũngĩgwatanio, na ndangĩhota kũruta iruta rĩrĩa rĩathanĩtwo rĩa gũtherio gwake. Gũtherio Ũgumu wa Nyũmba Ningĩ Jehova akĩĩra Musa na Harũni atĩrĩ, 34“Rĩrĩa mũgaakinya bũrũri wa Kaanani, ũrĩa ngũmũhe ũtuĩke igai rĩanyu, na niĩ njĩkĩre ũgumu ũgũthegea nyũmba thĩinĩ bũrũri-inĩ ũcio-rĩ,	On the seventh day the priest shall examine the plague; and behold, if the itch hasn’t spread, and there is no yellow hair in it, and the appearance of the itch isn’t deeper than the skin,
Thĩ ĩratũgũga o ta mũrĩĩu, ĩgathũngũthio ũũ na ũũ o ta gĩthũnũ hĩndĩ ya rũhuho; mehia ma ũremi wayo nĩmamĩritũhĩire mũno, kũgũa nĩĩkũgũa na ndĩgaacooka gwĩtiiria rĩngĩ.	The earth will stagger like a drunken man, and will sway back and forth like a hammock. Its disobedience will be heavy on it, and it will fall and not rise again.
Mũndũ ũcio na andũ othe a nyũmba yake nĩmeyamũrĩire Ngai na makamwĩtigagĩra; nake nĩaheanaga indo ciake na ũtaana kũrĩ andũ arĩa maarĩ abatari na nĩahooyaga Ngai kaingĩ.	a devout man, and one who feared God with all his house, who gave gifts for the needy generously to the people, and always prayed to God.
“Hĩndĩ ĩyo marakara makwa nĩmagathira, na mangʼũrĩ makwa harĩo manyiihe, na niĩ nĩn- garĩhĩrio. Ndaarĩkia kũmaitũrũrĩra mangʼũrĩ makwa, nĩmakamenya atĩ niĩ Jehova, nĩ niĩ ndoiga ũguo ndĩĩrutanĩirie.	You will know that I am Yahweh when their slain men are among their idols around their altars, on every high hill, on all the tops of the mountains, under every green tree, and under every thick oak—the places where they offered pleasant aroma to all their idols.
Nĩaguũrĩtie kiugo gĩake harĩ Jakubu, akaguũrĩria Isiraeli mawatho make na kĩrĩra kĩa watho wake wa kũrũmĩrĩrwo.	He shows his word to Jacob, his statutes and his ordinances to Israel.
Atano ao maarĩ akĩĩgu, na atano maarĩ oogĩ.	Five of them were foolish, and five were wise.
Nĩngũkũgooca nĩ ũndũ mũũmbĩre ũrĩa nyũmbĩtwo naguo nĩ wa kũmakania na wa magegania; ciĩko ciaku nĩ cia magegania, niĩ mwene nĩnjũũĩ ũguo o wega.	I will give thanks to you, for I am fearfully and wonderfully made. Your works are wonderful. My soul knows that very well.
Kĩgera kĩrutagwo kuuma tĩĩri-inĩ, nakĩo gĩcango kĩrutagwo mahiga-inĩ gĩgatwekio.	Iron is taken out of the earth, and copper is smelted out of the ore.
Kana mũngĩnengera mũndũ ũtangĩhota gũthoma ibuku rĩu rĩa gĩkũnjo, mũmwĩre atĩrĩ, “Twagũthaitha, tũthomere ibuku rĩĩrĩ,” nake akaamũcookeria atĩrĩ, “Niĩ ndiũĩ gũthoma.”	But we received not the spirit of the world, but the Spirit which is from God, that we might know the things that were freely given to us by God.
Nĩgũkorwo nĩũkagĩa na kĩrĩkanĩro na mahiga ma werũ-inĩ, nacio nyamũ cia gĩthaka itũũre irĩ na thayũ nawe.	For you will be allied with the stones of the field. The animals of the field will be at peace with you.
Nĩgũkorwo hĩndĩ ĩmwe mwarĩ nduma, no rĩu mũrĩ ũtheri thĩinĩ wa Mwathani. Tũũrai ta ciana cia ũtheri	For you were once darkness, but are now light in the Lord. Walk as children of light,
Nĩgũkorwo nĩũtiirĩrĩire kĩhooto gĩakwa na ciira wakwa; nĩũikarĩire gĩtĩ gĩaku kĩa ũnene, na ũgatua ciira na ũthingu.	For you have maintained my just cause. You sit on the throne judging righteously.
iria aagarũrire ngoro ciao agĩtũma ithũũre andũ ake, agĩtũma ithugundĩre ndungata ciake ũũru.	He turned their heart to hate his people, to conspire against his servants.
nĩguo agarũre mũndũ atige kũhĩtia, na atigane na mwĩtĩĩo,	that he may withdraw man from his purpose, and hide pride from man.
Kĩũngano gĩothe gĩgĩcookia na mũgambo mũnene atĩrĩ, “Nĩwoiga ũrĩa kwagĩrĩire! No nginya twĩke o ta ũguo woiga. No rĩrĩ, andũ aya marĩ haha nĩ aingĩ, na nĩ hĩndĩ ya mbura; nĩ ũndũ ũcio tũtingĩikara nja. Ningĩ ũhoro ũyũ ndũngĩthondekeka na mũthenya ũmwe kana ĩĩrĩ, tondũ nĩtwĩhĩtie mũno ũndũ-inĩ ũyũ.	1 Jehoash began to reign in the seventh year of Jehu, and he reigned forty years in Jerusalem. His mother’s name was Zibiah of Beersheba.
Ikinya rĩa ũrĩa mwĩtĩĩi rĩroaga kũnjũkĩrĩra, o na kana guoko kwa ũrĩa mwaganu kũnyingate.	But the humble shall inherit the land, and shall delight themselves in the abundance of peace.
“Nĩ ũndũ ũcio njĩra yao nĩĩgũtuĩka ndenderũ; magaathaamĩrio nduma-inĩ, na kũu nĩkuo makaagũĩra. Nĩngamarehithĩria mwanangĩko mwaka-inĩ ũrĩa makaaherithio,” ũguo nĩguo Jehova ekuuga.	Therefore their way will be to them as slippery places in the darkness. They will be driven on, and fall therein; for I will bring evil on them, even the year of their visitation,” says Yahweh.
Atĩrĩrĩ, ũkaai inyuĩ nyamũ ciothe cia gĩthaka, o na inyuĩ nyamũ ciothe cia mũtitũ ũkaai mũrĩe!	You went to the king with oil, increased your perfumes, sent your ambassadors far off, and degraded yourself even to Sheol.†  Sheol is the place of the dead.
MARŨA MA PAŨLŨ KŨRĨ AROMA Nĩ niĩ Paũlũ, ndungata ya Kristũ Jesũ, o niĩ njĩtĩĩtwo nduĩke mũtũmwo, na ngaamũrwo hunjagie Ũhoro-ũrĩa-Mwega wa Ngai,	Paul, a servant of Jesus Christ,† called to be an apostle, set apart for the Good News of God,
Nĩndarorire, ngĩona magũrũ mana ma ngaari hau mĩena-inĩ ya akerubi acio, o kũmwe gũkagĩa mwena-inĩ wa o ũmwe wa akerubi acio; magũrũ macio maahenagia ta rangi wa thumarati.	I looked, and behold, there were four wheels beside the cherubim, one wheel beside one cherub, and another wheel beside another cherub. The appearance of the wheels was like a beryl stone.  or, lapis lazuli
Andũ akwa mahinyagĩrĩrio nĩ ciana, nao andũ-a-nja nĩo mamaathaga. Atĩrĩrĩ inyuĩ andũ akwa, atongoria anyu nĩo mamũhĩtithagia, magatũma muume njĩra ĩrĩa yagĩrĩire.	As for my people, children are their oppressors, and women rule over them. My people, those who lead you cause you to err, and destroy the way of your paths.
“Ndungata cia mwene mũgũnda igĩũka kũrĩ we, ikĩmwĩra atĩrĩ, ‘Mwathi witũ, githĩ ndwahaandire mbeũ njega mũgũnda waku? Kaĩ itindiĩ rĩkiumĩte kũ?’	But immediately Jesus spoke to them, saying, “Cheer up! It is I! ‡ Don’t be afraid.”
Mahinda mamwe itu rĩu rĩaikaraga o kuuma hwaĩ-inĩ nginya rũciinĩ, na itu rĩehera rũciinĩ- rĩ, makoimagara magathiĩ. Kana nĩ mũthenya kana nĩ ũtukũ, hĩndĩ o yothe itu rĩu rĩehera nao makoimagara magathiĩ.	Sometimes the cloud was from evening until morning; and when the cloud was taken up in the morning, they traveled; or by day and by night, when the cloud was taken up, they traveled.
Mũgoocei, inyuĩ araika ake othe, mũmũgooce, inyuothe mbũtũ ciake cia igũrũ.	Let Israel rejoice in him who made them. Let the children of Zion be joyful in their King.
Mwathani Jehova ekuuga atĩrĩ: Ti-itherũ o ta ũrĩa Niĩ ndũũraga muoyo-rĩ, mwarĩ wa nyũkwa Sodomu na airĩtu ake matiekire ta ũrĩa wee na airĩtu aku mwĩkĩte.	As I live,” says the Lord Yahweh, “Sodom your sister has not done, she nor her daughters, as you have done, you and your daughters.
Andũ acio othe makĩgega mũno nginya makĩũrania atĩrĩ, “Ũndũ ũyũ nĩ ũrĩkũ? Ũyũ nĩ ũrutani mwerũ, wĩ na ũhoti! Nĩ araatha o na ngoma thũku na ikamwathĩkĩra.”	They were all amazed, so that they questioned among themselves, saying, “What is this? What can this new doctrine be? For with authority he commands even the unclean spirits, and they obey him!”
na mũthamaki wa Madoni, ũmwe, na mũthamaki wa Hazoru, ũmwe,	the king of Madon, one; the king of Hazor, one;
Nĩgũkorwo tũtingĩhota gwĩka ũndũ ũreganĩte na ũhoro wa ma, tiga o ũrĩa ũrĩ wa ũhoro wa ma wiki.	Greet Amplias, my beloved in the Lord.
Heanai matũũra matatũ mwena ũyũ wa Rũũĩ rwa Jorodani na matatũ kũu Kaanani matuĩke matũũra manene ma kũũrĩrwo.	for the tribe of the children of Reuben according to their fathers’ houses, the tribe of the children of Gad according to their fathers’ houses, and the half-tribe of Manasseh have received their inheritance.
Nĩmakarehe kĩrĩndĩ gĩgũũkĩrĩre, nao nĩmagakũhũũra na mahiga nyuguto, na magũtinangie na hiũ ciao cia njora.	They will also bring up a company against you, and they will stone you with stones, and thrust you through with their swords.
na ithuĩ tũrũmbũiye ũhoro wa mahooya na ũtungata wa kiugo.”	But we will continue steadfastly in prayer and in the ministry of the word.”
Mahĩtia makwa nĩmanditũhĩire mũno o ta mũrigo mũritũ itangĩhota gũkuua.	Blessed is the man who makes Yahweh his trust, and doesn’t respect the proud, nor such as turn away to lies.
Nĩũgagwĩkĩra ithaga rĩa ũtugi mũtwe waku, na ũkũhe thũmbĩ thaka mũno.”	For he who lacks these things is blind, seeing only what is near, having forgotten the cleansing from his old sins.
na rĩrĩ, mĩigua yamerete kũndũ guothe, na mũgũnda ũkaiyũra riya, naruo rũthingo rwa mahiga rũkamomoka.	Behold, it was all grown over with thorns. Its surface was covered with nettles, and its stone wall was broken down.
O hĩndĩ ĩyo Boazu agĩkinya oimĩte Bethilehemu, na akĩgeithia acio maagethaga, akĩmeera atĩrĩ, “Jehova aroikara na inyuĩ!” Nao makĩmũcookeria atĩrĩ, “Jehova arokũrathima!”	They took for themselves wives of the women of Moab. The name of the one was Orpah, and the name of the other was Ruth. They lived there about ten years.
Andũ arĩa athĩĩni marĩrĩĩaga na makahũũna, arĩa marongoragia Jehova, nĩmarĩmũgoocaga; ngoro cianyu irotũũra nginya tene.	The humble shall eat and be satisfied. They shall praise Yahweh who seek after him. Let your hearts live forever.
Wahota atĩa kwĩra mũrũ wa thoguo atĩrĩ, ‘Reke ngũrute kĩhuti kĩu kĩrĩ riitho rĩaku,’ o rĩrĩa wee mwene ũrĩ na mũgogo riitho rĩaku?	Or how will you tell your brother, ‘Let me remove the speck from your eye,’ and behold, the beam is in your own eye?
Nĩgũkorwo mahĩtia maitũ nĩ maingĩ maitho-inĩ maku, namo mehia maitũ makoimbũra ũrĩa tũtariĩ. Hĩndĩ ciothe mahĩtia maitũ makoragwo hamwe na ithuĩ, namo mehia maitũ nĩtũmooĩ mothe:	For our transgressions are multiplied before you, and our sins testify against us; for our transgressions are with us, and as for our iniquities, we know them:
Niĩ Jehova, nĩ niĩ ndĩũmenyagĩrĩra, na nĩ niĩ ndĩunithagĩria maaĩ hĩndĩ ciothe. Ndĩũrangagĩra mũthenya na ũtukũ, nĩgeetha mũndũ o na ũrĩkũ ndakaũthũkie.	The crown of pride of the drunkards of Ephraim will be trodden under foot.
Andũ-a-nja nĩmanyiitĩtwo na hinya gũkũ Zayuni, nao airĩtu gathirange makanyiitwo na hinya matũũra-inĩ ma Juda.	They ravished the women in Zion, the virgins in the cities of Judah.
Hĩndĩ ĩrĩa aatũtũngire kũu Aso, tũkĩmũkuua na marikabu, tũgĩthiĩ nginya Mitilene.	When he met us at Assos, we took him aboard and came to Mitylene.
Rũciinĩ tũhũũnagie na wendo waku ũtathiraga, nĩguo tũinage nĩ gũkena na tũcanjamũkage matukũ maitũ mothe.	Righteousness and justice are the foundation of your throne. Loving kindness and truth go before your face.
kĩrĩkanĩro kĩrĩa aarĩkanĩire na Iburahĩmu, na noguo mwĩhĩtwa ũrĩa eehĩtire harĩ Isaaka.	the covenant which he made with Abraham, his oath to Isaac,
Niĩ ndĩ hinya ta ihiga? Mwĩrĩ wakwa nĩ wa gĩcango?	He frustrates the plans of the crafty, so that their hands can’t perform their enterprise.
Tondũ rũrĩrĩ ruumĩte mwena wa gathigathini nĩrũkamũtharĩkĩra, na rwanange bũrũri wake. Gũtirĩ mũndũ ũgaatũũra kuo; andũ nĩmakoora o hamwe na nyamũ.	For a nation comes up out of the north against her, which will make her land desolate, and no one will dwell in it. They have fled. They are gone, both man and animal.
Mũthenya ũcio aingĩ makanjĩĩra atĩrĩ, ‘Mwathani, Mwathani, githĩ tũtiarathaga maũndũ na rĩĩtwa rĩaku, na thĩinĩ wa rĩĩtwa rĩaku tũkaingata ndaimono na tũkaringa ciama nyingĩ?’	“The lamp of the body is the eye. If therefore your eye is sound, your whole body will be full of light.
Jakubu akĩona Jehova arũgamĩte igũrũ rĩa ngathĩ ĩyo akĩmwĩra atĩrĩ, “Nĩ niĩ Jehova, Ngai wa thoguo Iburahĩmu na Ngai wa Isaaka. Bũrũri ũyũ ũkomete nĩngakũhe, wee hamwe na njiaro ciaku.	His mother said to him, “Let your curse be on me, my son. Only obey my voice, and go get them for me.”
Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ: “Naarĩ korwo ũmwe wanyu aahinga mĩrango ya hekarũ nĩguo mũtikanaakie mĩaki ya tũhũ kĩgongona-inĩ gĩakwa! Ndikenetio nĩ inyuĩ na ndingĩĩtĩkĩra iruta o na rĩrĩkũ kuuma kũrĩ inyuĩ.	“Oh that there were one among you who would shut the doors, that you might not kindle fire on my altar in vain! I have no pleasure in you,” says Yahweh of Armies, “neither will I accept an offering at your hand.
‘Nake nĩagaciathaga na rũthanju rwa kĩgera; agaacimemenda o ta ũrĩa nyũngũ ya rĩũmba ĩmemendagwo,’ o ta ũrĩa niĩ heetwo wathani uumĩte kũrĩ Baba. Na ningĩ nĩngamũhe njata ĩrĩa ya rũciinĩ.	He will rule them with a rod of iron, shattering them like clay pots,* as I also have received of my Father;
Matukũ maitũ mothe maniinagwo nĩ mangʼũrĩ maku; tũninũkagia mĩaka iitũ na gũcaaya.	For all our days have passed away in your wrath. We bring our years to an end as a sigh.
Ti-itherũ, aanake a rĩo nĩmakarũndwo barabara-inĩ ciarĩo; thigari ciakuo ciothe igaakirio ki mũthenya ũcio,” ũguo nĩguo Jehova Mwene-Hinya-Wothe ekuuga.	Therefore her young men will fall in her streets, and all the men of war will be brought to silence in that day,” says Yahweh of Armies.
“Benjamini ahaana ta njũũi ĩrĩa ngoroku; kĩroko-inĩ atambuuraga kĩrĩa aguĩmĩte, hwaĩ-inĩ akagayania kĩrĩa atahĩte.”	“Benjamin is a ravenous wolf. In the morning he will devour the prey. At evening he will divide the plunder.”
“O ta ũrĩa kwandĩkĩtwo Watho-inĩ, nĩtũrĩĩrehaga marigithathi maitũ ma aanake, na ma ngʼombe, na ma ndũũru cia ngʼombe na cia mbũri ciitũ gũkũ nyũmba-inĩ ya Ngai witũ kũrĩ athĩnjĩri- Ngai arĩa matungataga kuo.	also the firstborn of our sons and of our livestock, as it is written in the law, and the firstborn of our herds and of our flocks, to bring to the house of our God, to the priests who minister in the house of our God;
Mĩthenya ikũmi yathira, ndũmĩrĩri ya Jehova nĩyakinyĩrĩire Jeremia. Nĩ ũndũ ũcio agĩĩta Johanani mũrũ wa Karea, marĩ na anene othe a mbũtũ cia ita acio maarĩ nake, o na andũ acio angĩ othe kuuma ũrĩa mũnini nginya ũrĩa mũnene, makĩũngana hamwe.	They came into the land of Egypt, for they didn’t obey Yahweh’s voice; and they came to Tahpanhes.
kuuma kũrĩ Hezironi, nĩ mbarĩ ya Ahezironi; kuuma kũrĩ Karimi, nĩ mbarĩ ya Akarimi.	of Hezron, the family of the Hezronites; of Carmi, the family of the Carmites.
Nakuo kũu werũ-inĩ matũũra maarĩ: Bethi-Araba, na Midini, na Sekaka,	In the wilderness, Beth Arabah, Middin, Secacah,
Ũtukũ ũtheecangaga mahĩndĩ makwa; ruo rwa gũthegenya rũtindigithagĩria.	In the night season my bones are pierced in me, and the pains that gnaw me take no rest.
Kĩũria Gĩkoniĩ Ũhoti wa Jesũ Na rĩrĩ, mũthenya ũmwe akĩruta andũ kũu hekarũ-inĩ na akĩhunjagia Ũhoro-ũrĩa-Mwega-rĩ, athĩnjĩri-Ngai arĩa anene, na arutani a watho, hamwe na athuuri magĩũka kũrĩ we.	1 On one of those days, as he was teaching the people in the temple and preaching the Good News, the† priests and scribes came to him with the elders.
nake Dario ũrĩa Mũmedia akĩoya ũthamaki ũcio, arĩ na ũkũrũ ta wa mĩaka mĩrongo ĩtandatũ na ĩĩrĩ.	Darius the Mede received the kingdom, being about sixty-two years old.
Nũũ ũngĩũmĩrĩria kũmĩathamia kanua, kau kaiyũrĩte magego ma kũmakania?	Who can open the doors of his face? Around his teeth is terror.
Magĩaga nda cia mathĩĩna, na magaciara waganu; nda ciao ithugundaga o maheeni.”	They conceive mischief and produce iniquity. Their heart prepares deceit.”
Nĩgũkorwo nĩnũmĩtie njĩra cia Jehova; ndiĩkĩte ũũru ngahutatĩra Ngai wakwa.	For I have kept the ways of Yahweh, and have not wickedly departed from my God.
Arahũkai, inyuĩ arĩĩu aya mũrĩre! Girĩkai, inyuothe anyui a ndibei; girĩkai nĩ ũndũ wa ndibei ya mũhihano, nĩgũkorwo nĩĩhurĩtio kuuma tũnua-inĩ twanyu.	Wake up, you drunkards, and weep! Wail, all you drinkers of wine, because of the sweet wine, for it is cut off from your mouth.
Nĩgũkorwo riũa rĩrathaga rĩrĩ na ũrugarĩ mũhiũ wa gũcina narĩo rĩkahoohia mũmera; nakĩo kĩro kĩaguo gĩgaitĩka na ũthaka waguo ũkanangwo. Ũguo no taguo mũndũ ũrĩa mũtongu akaahwererekera o akĩrutaga wĩra wake.	For the sun arises with the scorching wind and withers the grass; and the flower in it falls, and the beauty of its appearance perishes. So the rich man will also fade away in his pursuits.
Arĩithi aku othe makaahurutwo nĩ rũhuho, nao athiritũ aku nĩmagathaamĩrio kũngĩ. Hĩndĩ ĩyo nĩũgaconoka na ũnyararithio nĩ ũndũ wa waganu waku wothe.	The wind will feed all your shepherds, and your lovers will go into captivity. Surely then you will be ashamed and confounded for all your wickedness.
Magĩcooka makĩhooya makiuga atĩrĩ, “Mwathani, wee nĩũũĩ ngoro ya mũndũ wothe. Tuonie nũũ wa aya eerĩ ũthuurĩte 25nĩguo oe ũtungata ũyũ wa gũtuĩka mũtũmwo, ũrĩa Judasi aatigire nĩguo athiĩ kũrĩa kũrĩ gwake.”	whom God raised up, having freed him from the agony of death, because it was not possible that he should be held by it.
inyuĩ ene nĩmwagĩrĩirwo nĩ gwĩtigĩra rũhiũ rwa njora; nĩgũkorwo mangʼũrĩ nĩmakarehithia kũherithanio na rũhiũ rwa njora, na hĩndĩ ĩyo nĩmũkamenya atĩ nĩ kũrĩ ũtuanĩri wa ciira.”	be afraid of the sword, for wrath brings the punishments of the sword, that you may know there is a judgment.”
Rĩu-rĩ, hĩndĩ ya kũriũka agaakorwo arĩ mũtumia wa ũ harĩ acio mũgwanja, nĩgũkorwo othe nĩmamũhikĩtie?”	Therefore in the resurrection whose wife of them will she be? For the seven had her as a wife.”
Kaĩ arĩa maguucagia mehia na mĩhĩndo ya maheeni marĩ na haaro-ĩ! o acio maguucagia waganu na mĩkanda ta ĩrĩa ĩguucagia ngaari cia ngʼombe,	Woe to those who draw iniquity with cords of falsehood, and wickedness as with cart rope,
Wee Ngai nĩũtũtiganĩirie na ũgatũharagania; ũkoretwo ũtũrakarĩire, no rĩu tũcookerere!	Hear my cry, God. Listen to my prayer.
Hĩ! Kaĩ kũgĩa ũũgĩ nĩ kwega gũkĩra thahabu-ĩ, gũthuura ũtaũku gũgakĩra kũgĩa na betha!	Why is there money in the hand of a fool to buy wisdom, since he has no understanding?
na Apathirusi, na Akasuluhi (Afilisti moimire kuuma harĩ o), na Akafitori.	Pathrusim, Casluhim (which the Philistines descended from), and Caphtorim.
Twĩneanĩte kũrĩ andũ a Misiri na a Ashuri nĩgeetha tuone irio cia gũtũigana.	We have given our hands to the Egyptians, and to the Assyrians, to be satisfied with bread.
Ndengũ itihũũragwo na mũgogo ũkururĩtio, kana kumini ĩkahũũrwo na kũgũrũ kwa ngaari; ndengũ ihũũragwo na mũtĩ, na kumini ĩkahũũrwo na rũthanju.	For the dill isn’t threshed with a sharp instrument, neither is a cart wheel turned over the cumin; but the dill is beaten out with a stick, and the cumin with a rod.
Ambĩrĩriai kũina, hũũrai kĩhembe, na mũhũũre kĩnanda kĩa mũgeeto kĩrĩa kĩgambi wega, o na gĩa kĩnũbi.	“How long will you judge unjustly, and show partiality to the wicked?” Selah.
Thahabu nĩ kũrĩ, o na ruru no nyingĩ, no mĩromo ĩrĩa yaragia ũmenyo nĩ ithaga rĩa goro rĩrĩa rĩtonekaga.	There is gold and abundance of rubies, but the lips of knowledge are a rare jewel.
na ngoro yakwa ĩkĩheenererio nĩcio na hitho, kana guoko gwakwa gũgĩcikinyĩria kĩmumunyano gĩa gũcitĩĩa-rĩ,	and my heart has been secretly enticed, and my hand threw a kiss from my mouth;
Thũ nĩĩthingatĩte, ĩkangurumania thĩ tĩĩri-inĩ; ĩtũmaga ndũũre nduma-inĩ ta arĩa maakuire tene.	For the enemy pursues my soul. He has struck my life down to the ground. He has made me live in dark places, as those who have been long dead.
na mũndũ o wothe ũrĩa wonire ũndũ ũcio akiuga atĩrĩ, “Ũndũ ta ũyũ ndũrĩ wonwo kana ũgĩĩkwo, kuuma mũthenya ũrĩa andũ a Isiraeli moimire bũrũri wa Misiri. Teciriei ũhoro ũcio na mũwĩcũũranie, mũtwĩre ũrĩa tũgwĩka!” * 19:21 Gĩĩko gĩa gũthambia mũndũ magũrũ kĩarĩ gĩĩko gĩa kũnyiita mũndũ ũgeni.	It was so, that all who saw it said, “Such a deed has not been done or seen from the day that the children of Israel came up out of the land of Egypt to this day! Consider it, take counsel, and speak.”
Mũthĩnjĩri-Ngai ũmwe nĩagereire njĩra ĩyo, na rĩrĩa onire mũndũ ũcio, akĩhĩtũkĩra mũkĩra-inĩ ũrĩa ũngĩ wa njĩra.	By chance a certain priest was going down that way. When he saw him, he passed by on the other side.
“Mũrũ wa mũndũ, erekeria ũthiũ waku harĩ Gogu wa kũu bũrũri wa Magogu, ũcio mũnene wa anene a Mesheki na Tubali; mũrathĩre ũhoro wa kũmũũkĩrĩra,	“Son of man, set your face toward Gog, of the land of Magog, the prince of Rosh, Meshech, and Tubal, and prophesy against him,
“Mwanangĩko wakwa ũngĩkorwo na uumithio ũrĩkũ, ingĩtoonyerera irima-inĩ? Rũkũngũ-rĩ, no rũkũgooce? No rwanĩrĩre wĩhokeku waku?	Have mercy on me, Yahweh, for I am in distress. My eye, my soul, and my body waste away with grief.
Ngai arotũkinyĩria wega wake, na atũrathime, na atũme ũthiũ wake ũtwarĩre,	Let God arise! Let his enemies be scattered! Let them who hate him also flee before him.
Mwaki ũgĩakana gatagatĩ-inĩ ka arũmĩrĩri ao; rũrĩrĩmbĩ rũgĩcina andũ acio aaganu.	A fire was kindled in their company. The flame burned up the wicked.
akamũguthũkĩra angʼathĩtie, arĩ na ngo yake mata ya hinya.	he runs at him with a stiff neck, with the thick shields of his bucklers,
Iria rĩrĩa inene nĩrĩkaiyũra Babuloni guothe;	The sea has come up on Babylon. She is covered with the multitude of its waves.
Nĩndĩhĩtĩte ngĩĩgwetaga rĩĩtwa rĩakwa niĩ mwene, naguo ũhoro ũkoima kanua gakwa na kĩhooto, naguo ndũkagarũrũka o na atĩa: Maru mothe nĩmagaturio mbere yakwa; nacio nĩmĩ ciothe nĩcikeehĩta na rĩĩtwa rĩakwa.	I have sworn by myself. The word has gone out of my mouth in righteousness, and will not be revoked, that to me every knee shall bow, every tongue shall take an oath.
“ ‘Mwathani Jehova ekuuga ũũ: Mũthenya ũcio wee nĩũkagĩa na meciiria, nawe nĩũgathugunda ũndũ mũũru.	so that they will take no wood out of the field, and not cut down any out of the forests; for they will make fires with the weapons. They will plunder those who plundered them, and rob those who robbed them,” says the Lord Yahweh.
Kuuma kũrĩ njiaro cia Harimu nĩ: Maaseia, na Elija, na Shemaia, na Jehieli, na Uzia.	Jehoash was seven years old when he began to reign.
“Atĩrĩrĩ, nĩngũũkĩrĩire, wee mwĩtĩĩi ũyũ, nĩgũkorwo mũthenya waku nĩmũkinyu, o rĩo ihinda rĩaku rĩa kũherithio,” ũguo nĩguo Mwathani, o we Jehova-Mwene-Hinya-Wothe, ekuuga.	“Behold, I am against you, you proud one,” says the Lord, Yahweh of Armies; “for your day has come, the time that I will visit you.
Atĩrĩrĩ, andũ othe nĩ a maheeni! Ciĩko ciao no cia tũhũ; mĩhianano yao ya gwacũhio ĩhaana o ta rũhuho, na nĩ ya tũhũ mũtheri.	Behold, all of their deeds are vanity and nothing. Their molten images are wind and confusion.
Magĩcooka makĩinũka, makĩhaarĩria mahuti manungi wega na maguta manungi wega. No rĩrĩ, mũthenya wa Thabatũ makĩhurũka kũringana na ũrĩa gwathanĩtwo.	They returned and prepared spices and ointments. On the Sabbath they rested according to the commandment.
kuuma mũhĩrĩga wa Asheri, aarĩ Sethuri mũrũ wa Mikaeli;	Of the tribe of Asher, Sethur the son of Michael.
Ũũgĩ nĩ aretana anĩrĩire njĩra-inĩ, ningĩ agakayũrũrũka arĩ ihaaro-inĩ cia mũingĩ;	Therefore walk in the way of good men, and keep the paths of the righteous.
Ariũ a Gomeri nĩ aya: Ashikenazu, na Rifathu, na Togarima.	The sons of Gomer were: Ashkenaz, Riphath, and Togarmah.
Kwarĩ mũthenya wa mĩrongo ĩĩrĩ na ĩna, mweri wa gatandatũ, mwaka-inĩ wa keerĩ wa gũthamaka kwa Dario.	in the twenty-fourth day of the month, in the sixth month, in the second year of Darius the king.
Jehova nĩakamacookeria atĩrĩ: “Nĩngũmũrehithĩria ngano, na ndibei ya mũhihano, na maguta, indo cia kũmũigana biũ; na ndigacooka kũreka mũtuĩke kĩndũ gĩa kũnyũrũrio nĩ ndũrĩrĩ rĩngĩ.	Yahweh answered his people, “Behold,† I will send you grain, new wine, and oil, and you will be satisfied with them;  “Behold”, from “הִ ͏נֵּה”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection.
“Twerekeire kwambata Jerusalemu, na kũu Mũrũ wa Mũndũ nĩagakunyanĩrwo aneanwo kũrĩ athĩnjĩri-Ngai arĩa anene na arutani a watho. Nao nĩmakamũtuĩra kũũragwo	inches, although that varies with height of the man doing the measurement. There is also a “long” cubit that is longer than a regular cubit by a handbreadth. (
“We ti mũndũ ta niĩ atĩ nĩguo ndĩmũcookerie, nĩguo tũngʼethanĩre igooti-inĩ.	For he is not a man, as I am, that I should answer him, that we should come together in judgment.
