English,Kikuyu
"1. Carefully select source materials (peepers or small sword suckers) that appear healthy (pest- and
disease-free) and that are growing vigorously. [Trainer: Show two suckers to the participants: one
that has visible evidence of pest or disease infestation and one that appears healthy. Explain that
you cannot be sure if you are planting infected or clean material, as most suckers appear to be
relatively healthy until their corms are exposed.]","1. Thura wega marigū maria ūgūciarithania matarī na mīrimū na tūtambi na marakūra narua. Onia arutuwo thuna ciothe, īmwe īrīa irī na mūrimū na īngī itarī. Matarīrie atī ndūngīkoruo na ūma kana nī mūrwaru kana ndūri mūrimu tondu thuna nyingī cionekaga īrī njega nginya rīrīa corms ikuoneka."
"2. Using either a hoe or a panga, separate the sucker (‘ex-plant’) from the mother plant.","2. ūkīhūthīra icembe kana banga, tīgīthūkanīa thuna iria irendeka na mūramba"
3. Clean the sucker by removing soil and cutting off the roots to expose the corm.,3. Thambia thuna ukīruta tīīri na ūtīnie mīrī nīgūo corms cioneke.
Cut off parts of the pseudostem to a length of about 30 cm,Renga mūramba ūtigie sentimita 30.
"4. Pack the pseudostem parts in a clean nylon bag and transport them to a cleaner environment for
further manipulation.",4. Banga īcunjī icio cia mūramba karatathi-inī ka munyore gatheru na ūcithamie nginya handū hangī hatheru.
5. Wash the sucker under tap water to remove mud and other debris.,5. Thambia thuna nīguo weherie ndoro na gīko kīngī.
"6. Trim away the outer leaf sheaths, leaf bases and corm tissue of the ex-plant until a 2 × 2 × 2 cm3 cube enclosing the shoot apex remains.","6. Eheria mathangū mothe manathī, na ūrenge mūrita wa corm ūtigīe ūrī na ithimo cia 2cmx2cmx2cm ūnyitanīte na mūthia wa thuna."
Be careful to avoid cutting through the apex.,Menyerera ndūkarenge mūthia wa thuna
7. The ex-plant is placed directly on a multiplication-inducing culture medium in containers.,7. iga mūmera ūcio wa mbere wagūciarithania thīīni wa tūmīkebe
A growth regulator (cytokinin) is added to the multiplication medium to speed up the process.,Nigūo kūhanyūkia gūkūra nīyongagīrīruo cytokinin
The containers are transferred to incubators or growth chambers and maintained at an optimal growth temperature of 28 ± 2°C. 8.,Mīkebe īyo īcoke īigwo thīinī wa incubators na ūrugarī wūigwo ūrī digirii 28 na ndūgakūre kana kūingīha na makīria ma digirii 2.
Banana tissue culture shoots often suffer from blackening caused by exudates from wounded tissues.,mīthia ya thuna cia marigū ma mūciarithanio nī majitagwo nī mūrimū wa kūira nī iria kuuma guraro-inī.
"These undesirable exudates form a barrier round the tissue, preventing nutrient uptake and hindering growth.",Iria rīrī rītarendeka rīthondekaga thingo iria igiragia thuna kūria irio na igatūma ciīkururie mūkūrīre-inī.
"To prevent this, during the first 4–6 weeks fresh shoots are transferred to new medium every 1–2 weeks.","Nigūo kūgīrīrīria, wiki cia mbere 4-6, thuna njerū nīicenjagio thutha wa  wiki 1-2"
9. The shoot tips then start to develop.,Thuna ici nacio  ikambīrīria  gūkūra
10.Individual shoots or shoot clumps that have formed are transferred to a nutrient medium which does not promote further shoot proliferation but stimulates root formation (rooting media).,Thuna kana ga kahīri gacio karīa gethondekete icokaga igathamīrio irio-inī itarareka thuna ingī ciīongerere no irateithia mīri īthondeke.(irio cia mīri)
"After rooting, plantlets are ready to leave the laboratory for weaning and hardening.","Thutha wa kūruta mīrī, mīmera īyo noīrutwo laboratory nīguo yūmīrīrie"
Is it okay to establish a banana orchard using suckers derived from tissue culture plants?,Ni wega kūiga natharī ya marigū ya thuna ciumanite na marigū ma mūciarithanio?
"Yes, it is ok and there are several people who sell suckers from orchards that were started using
tissue culture plants.","īī no wūige,  nī kūri andu mendagia thuna icio ciumanite na marigū ma mūciarithanio"
"However, suckers derived from tissue culture plants are just like any other suckers, and not pest- and disease-free.","Ona kūrī oūguo rī, thuna ciumanite na marigū ma mūciarithanio no ta thuna iria ingi kwoguo nīigumagīrwo nī mīrimū na tūtambi o ta thuna iria īngī"
How long do tissue culture plants take to mature and fruit?,Hihi marigū ma mūciarithanio maikaraga kahinda kaigana atīa gūkūra?
"If a tissue culture plant is managed very well, it will always fruit and mature faster than an
ordinary sucker.",Mūmera wa gūcīarithanio ūngīrorwo wega no ūciare  na ūkūre narua gūkīra marigū ma kawaida ma thuna
"Usually, this takes 9–12 months after planting.",Kaingī ihūthagīra mīeri 9-12 itanahandwo
For how long does a banana field established using banana tissue plantlets last?,Mūgūnda uhandītwo marigū ma mūciarithanio maikaraga kahinda kaigana atīa?
"How long a banana plantation lasts depends on the level of management, and is the same
whether started with tissue culture plantlets or other planting material.",Mūgūnda wa marigū ūhūthīkaga kahinda karaihu kūringana na ūria ūroretwo na nī ūndū ūmwe onakorwo ūhandītwo na njīra ngūrani.
A well-managed plantation should last for a minimum of 10 years.,Mūgūnda ūroretwo wega no wūikare mīaka ītanyihīīre ikūmi.
Are suckers from tissue culture plant also called tissue culture plants?,Hihi thuna kuma mūti wa mūciarithanio no ciīrwo nī cia mūciarithanio?
"No. When a tissue culture plantlet is planted into the field, all the suckers it produces thereafter
are not tissue culture plants, they are ordinary suckers.","Aca, marigū ma mūciarithanio mahandwo mūgūnda-inī, thuna īria īkūruta ti cia mūciarithanio nī thuna cia kawaida."
Can all banana cultivars be produced using banana tissue culture technology?,marigū no makūrio na njīra ya mūciarithanio?
"Yes, all banana cultivars can be produced using tissue culture technology.",īī marigū no makūrio na njīra īno ya mūciarithanio
"However, the management of a tissue culture laboratory will first assess the commercial potential of a demanded cultivar to ensure profits.","Niguo gutungata marigū ma mūciarithanio, he bata kurora thoko ūrīa īhana nīguo gūtigīrīra baita nīkuoneka"
What is the standard size of a planting hole?,īrima rīa kūhanda marigū rīagīrīire kwenjwo rīigana atīa?
"The size of the planting hole depends on many factors including soil type, soil texture, etc.","Thaithi ya irima ūringanaga na maūndū ngūrani; mutheba wa tīīrī, ūnyoroku wa tīīrī hamwe na maundū mangī"
It is common practice to dig a hole measuring 45 cm × 45 cm × 45 cm.,Nī ūndū wīkīkaga kwenja irima rīīgana 45cmx45cmx45cm
"If intercropping banana and coffee, when is it best to demarcate the planting holes for coffee?","Angīkorwo nī kūhanda marigū na kahūa, nī īhinda rīrīku riega rīa gūthura harīa marīma ma kahūa makwenjwo?"
It is best to plan and demarcate the planting holes for both coffee and banana at the same time.,Nī wega kūgayūkania harīa marima ma kahūa na marigū makwenjwo hamwe
Should the planting holes be dug and manure applied on the same day?,Nī wega kwenja marima na gūikīra thumu hamwe mūthenya ūmwe?
And can the bananas be planted on the same day?,Na marigū no mahandwo mūthenya ūcio?
It is fine to dig the planting hole and apply manure at the same time.,Hatirī thīna kwenja irima rīa kūhanda na gūikīra thumu hamwe
Whether you can also plant on the same day depends on the manure you are using.,harī kūhanda mūthenya ūcio nī kūringanaga na mūthemba wa thumu
"If the manure is very well dried and well mixed with the topsoil, then it is okay to plant on the same day","Angīkoruo thumu ni mūniaru wega na ūgatukanio wega na tīri, ni wega kūhanda mūthenya ūcio"
For how long should I water the banana plantlet after planting?,Njagīrīire gūitīīrīria maaī kamūmera ka marigū thikū cīgana thutha wa kūhanda
The best practice is to water until the plantlet starts developing new leaves.,wega nigūitīīrīria nginya mūmera wambie kūruta mathangū merī
"However, you do not have to keep watering if it is raining sufficiently.",Ona kūrī ūguo angīkorwo nī kūraura wega ndūbatīe gūitīīrīria maaī rīngī
What is the significance of applying mulch around the newly planted bananas?,He bata ūrīku wa kwarīra marigū manini?
This is done to prevent water loss.,Gwika ūguo nīguo kūgirīrīria kūra kwa maaī
"As the plantlets are fragile immediately after planting, if they dry out they can become damaged or die.","Tondū mīmera īno nī minini no yūme, īthūke kana īkue"
"When is the best time to plant the bananas – is it in the middle of the rainy season or at the
onset?",Nī ihinda rīrīku rīega rīa kūhanda marigū- nī gatagatīini wa mbura kana itambītie?
The best time to plant bananas is at the onset of the rainy season.,Ihinda rīega makīrīa rīa kūhanda marigū nī rīrīa mbura īhakuhī kura
This means that you have to have the field prepared (planting holes dug and manure applied into the holes) before the rains start.,ūū nī kuuga no nginya ūharīrīrie mūgūnda mbere (kwenja marima na gūīkīra thumu marīma-ini) mbura ītaurīte.
Would you recommend intercropping banana and maize?,No wendekīthie kūhanda mbembe na marigū hamwe?
It is not recommended to intercrop maize and banana since maize will compete with bananas for light.,Ndūtarītuo kūhanda mbembe na marigū hamwe tondū nīitharanaga ūtheri wa rīua.
"Also, unlike crops that fix nitrogen in the soil, for example beans, maize does not add any nutrients into the soil.",Mbembe ititeithagia kuongerera nitrogen tīīrī-inī ūndū ūria mboco ciakaga.
Why is it that in the past (20 years ago) banana fields lasted longer than they do today?,Nīkīi gīatūmaga miaka 20 mīhetūku mīgūnda ya marīgū yaikaraga kahinda karaihu gūkīra rīu?
"There could be several reasons to explain why banana fields used to last longer in the past, such as less disease pressure (e.g. diseases like Xanthomonas wilt were not yet present), soil fertility was
not as depleted as it is currently, and global warming was not as intense as it is now.","Nogūkoruo na itūmi nyingī ingītwīra nīkīī mūgūnda wa marigū wahūthīkaga kahinda karaihu mīaka ya thutha; mīrīmū yarī mīnini, (mūrimū ta Xanthomonas wilt ndīarīkuo) tīīrī warī mūnoru gukīra rīu na ūrūgarī dwarī mūingi."
But if you take care of your banana field it should last for 10 years.,"No angīkoruo nīūgutungata mūgūnda waku, marigū moyaga mīaka ikūmī"
Can bananas be grown in swampy areas?,marigū no mahanduo gītuamba-inī kīri na maaī?
"Yes, they can be grown in swampy areas, as long as the soil is not waterlogged for long periods.","īī, no mahanduo gītuamba-inī angīkoruo tīīrī ndūgūikara na maaī kahinda karaihu"
What are the key steps in post-harvest handling of bananas?,Nī makinya marīkū ubatīe kūrūmīriīra thutha wa kūgetha?
"Post-harvest handling includes careful harvesting, proper packaging, and storage in a cool, well-ventilated area to extend shelf life.","ūkīgetha, getha ūbacīrīīre, banga na ūige marīgū maku handū harī rīera rīracera wega nīguo maikare kahinda karaihu."
How far apart should I space banana plants in my plantation?,Batīe gūtigithūkania atīa mīmera ya marīgū mūgūnda-inī wakwa?
The recommended spacing is usually 2.5 meters between rows and 2 meters between individual banana plants. Some varieties require 3 x 3 or 3 x 2m.,Gūtigithūkanio kūrīa kwendekithītio nī kwa mita 2.5 kuuma laini nginya īngī na mita 2 kuuma mūmera-inī ūmwe nginya ūrīa ūngī. Nī harī mīthemba ībataraga 3mx3m kana 3mx2m
What would you recommend and why: cooking or roasting types?,Ūngīendekithia atīa na nīkī: Kūruga kana gūcina?
This totally depends on the farmer’s interest.,Ūū kūraringana na wendi wa mūrīmi
The management practices are the same.,Ūtungata nī ūhanaine
What are the common pests that affect banana plants in Kenya?,Nī tūtambi tūrīkū twa marigū tūīkaine makīrīa būrūri-inī wa Kenya?
"Common banana pests in Kenya include banana weevils, nematodes, aphids, thrips, and spider mites.","Tūtambi twa marigū būrūri-inī wa Kenya nī hamwe na mboca cia marigū, mīnyongoro, ūme, thrips na mbumbuī."
Are there banana varieties resistant to Black Sigatoka in Kenya?,Hihi mīthemba ya marigū nīītiragia mūrimū wa Black Sigatoka būrūri-inī wa Kenya?
"Yes, some banana varieties, such as FHIA-17 and FHIA-23, have shown resistance to Black Sigatoka.","īī, mīthemba ya marigū ta FHIA-17 na FHIA-23, yonanītie gwitīria na Black Sigatoka."
How often should I irrigate my banana plantation?,Hihi batīī gūitīīrīria marigū maaī maita maigana?
"The frequency of irrigation depends on local conditions, but bananas generally require regular watering, especially during dry periods.","Maita marīa ūngīitīīrīrīa maaī kūringanaga na maundu matiganīte, o na kūri ūguo, marigū nīmabataraga maaī kaingī makīria hīndī ya riūa."
Would you recommend a farmer to water his or her banana plantation even after mulching?,Hihi no wendekīthie harī mūrīmi gūītīīrīrīa maaī mūgūnda wake angīkoruo niarīīre mūcing'i?
"Yes, it important to water the plantation even after mulching (unless there is plenty of rain).",nī harī bata gūītīīrīria maaī ona ngīkorūo nī warīire mūcing'i. (no gūkorirwo mbura nyingī nīīraura)
Mulching does not add water to the soils but only conserves water which is already there by reducing the rate at which the soil loses water to the atmosphere.,Kwarīra gūtiongagīrīra maaī tīīri-inī no nīkūgītīra marīa marī tīīri-inī matikore rīera-inī
