English,Kikuyu
Better health programs involving routine vaccination and strict biosecurity are usually put in place where profit is the main goal,Mītaratara mīega ya kūrangīra ūgima mwega wa mwīrī hamwe na kūhe njanjo rīrīa kwagīrīire na ūhūthīri wa njīra cia kīmerera cia kūrūa na mīrimū nīirumagīrirwo rīrīa muoroto nī wa kuona ūmithio mūnene.
What is intensive production systems?,Hihi mūtaratara wa kūhingīra ngūkū arī njīra ya ūbacīrīri mūnene wa kūrīithia ngūkū nī ūrīkū?
"This production system requires high initial capital investment (in breeds, feed, housing, health etc.) than the other two systems","Mūtaratara ūyū nī urī ngarama nene kūwambīrīa ūkīringithania na mītaratara iyo ingī(Ngarama ici nī hamwe na mūthemba wa ngūkū, kwaga kīaga, kūrangīra ūgima mwega wa mwīrī wa ngūkū na maūndū mangī)"
Flock sizes range from more than 200 to over 1000 chickens,Rūūru kaingī rūkoragwo na ngūkū makīria ma magana meerī nginya ngiri īmwe.
Main ones are deep litter (sawdust on the floor) and cage system.,Njīra iria īhūthagīrwo mūno nīkīaga kīa hamwe kīa maranda na tūthandūku twakītwo kīaga thīinī.
Used for large scale rearing of broilers and layers Deep,Nī īhūthīkaga ūrīithi-inī wa ngūkū cia nyama na cia matumbī kwa wūingī.
What is Deep litter system?,Hihi ūrīithi wa kūhingīra ngūkū kiaga-inī gīitītwo matandīko nī ūrīkū?
"Your chicken are kept indoors all the time, but they have large space to move around freely.","Ngūkū ikoragwo ihingīirwo mahinda me mothe, no nīikoragwo na wīyathi wa kūrūra nīundū wa kīwanja kīariī."
"The floor is covered with a deep litter of straw, wood shavings, saw dust or other suitable materials.","floo īkoragwo īhumbīrītwo na mahuti ma nyeki nyūmū, maranda, muura kana indo ingīta ici."
"Other materials are paddy husk, peanut shells, paddy chaff, chopped straw and such other materials that absorb moisture well can be used depending upon the cost and availability","Indo ingīnīta makore na mūcere, makoni ma njūgūkaranga, makoni ma mūcere, nyeki nyūmū ndinangie, na indo ingīta icio ingīhota kūnyua maaī noihūthike kūringana na wūingī."
What is Free-Range Systems?,Hihi ūrīithi wa ngūkū kūrekererio ciīmathīre nī ūrīkū?
"Under this system, chicken are not restricted nor provided with any shelter.","Ūrīithi wa mūthemba ūyū, ngūkū itigiragīrīrio kana ikahingīrwo nyumba."
Birds are left to scavenge for food freely.,Ngūkū irekagwo ikeyethera irio.
The flock contains birds of different types and different ages.,Rūūru rūkoragwo na ngūkū cia mīhīrīga yothe na riika itiganu.
Simple shelters may be provided or the birds share houses with people. Birds can roost outside and nest in the bush.,Ciaga itarī na ngarama no ciakwo kana igaikara hamwe na andū. Ngūkū noirekerie matumbī gīthaka-inī.
What is Backyard Systems?,Hihi ūrīithi wa kūrekereria ngūkū ciīmathīre irio nī ūrīkū?
This is the most common chicken production method for rearing chicken all over Kenya.,īno nīyo njīra īrīa īhūthikaga mūno ūrīithi-inī wa ngūkū gūkū Kenya?
Chicken are housed at night but allowed to roam freely during the day.,Ngūkū ikahingīrwo mathaa ma ūtukū na mūthenya irekwo ciīyethere irio mūthenya wothe.
Chicken are fed with small amounts of home-made chicken feed or maize grains before you can release them in the morning.,Ngūkū iheagwo gīthimi kīnini kīa irio ithondekeirwo mūciī kana mbembe mbere ya ihingūrīirwo.
When chickens come back in the evening they are again fed with supplements.,"Ngūkū ciacoka hwaī-inī, icokaga igaikīrīo irio nini."
Other feed types such as kitchen leftovers can be thrown to them in the course of the day.,Irio cia mūthemba ūngī ta matigari ma riiko no ciīrio.
What are the advantages of deep litter systems?,Moguni ma ciaga cia gūita mahuti nīmarīkū?
It is economical than cage systems.,Ūrīithi ūyū nīūrī raithi gūkira wa kūhingīra kīnji-inī.
"Hygienic, comfortable and safe to birds","Njīra īno nīīrī ūtheru, ngūkū ikaiganīra na igakorwo irī ngitīre kuumana na thūū."
Built up litter supplies vitamin B12 and Riboflavin to the birds,Mahuti ma kīaga maingīha no mahe ngūkū vitamin B12 na riboflavin.
Easy to control diseases and vices,Nī ūhūthū kūgirīrīria mīrimū na mītugo mīuru ta kūrīana.
It increases the efficiency of production,Nī yongagīrīra umithio wa ngūkū.
What are some of the tips for managing deep litre system,Thiri cia gūtungata ngūkū na njīra njega thīinī wa kīaga kīa hamwe kīa gūita mahuti nī irīkū?
The deep litter system should always kept dry.,Kīaga gīite mahuti gīa kūrīithia ngūkū nyingī kiagīrīire gūikara kīrī kīniaru hingo ciothe.
Only right numbers of birds should be housed,Ngūkū itiagīrīire gūkīra namba īrīa yagīrīire kīaga-inī.
The house should be well ventilated,kīaga kīagīrīire gūkorwo na huhīrio njega cia rīera.
The litter should be stirred at least once in a week; wet litter if any should be replaced immediately with new dry litter and birds must be fed a balanced ratio.,"Mahuti ma kīaga mabatiī kuurugucanio narī rita rīmwe o kiumia, marīa mahehu macenjio narua na ngūkū īheo irio iria njagīrīru."
The time starting deep litter system should be in the dry period of the year as it allows sufficient time (At least two months) for bacterial action.,Kahinda kega ga kwambīrīria ūrīithi ūyū wa kīaga kīa hamwe kīa mahuti nīrīrīa gūtarī mbura nīgetha bacteria iria njega ikorwo ciethondeka wega.
Placing of water should be given due attention to keep litter dry,Harīa maaī mekuigwo hagīrīire gwīcirio nīgetha kīaga gīikare gīkīniaru.
What are the advantages of cage chicken farming?,Mawega ma kūhingīra ngūkū kīnji-inī thīinī wa kīaga nī marīkū?
You can rear more birds per unit of area,No ūrīithie ngūkū nyingī thīinī wa gīcigo kīnini.
Facilitates correct maintenance of records and identifying of poor producers and prompt culling,"Nīgūteithagia kūiga rekodi na njīra hūthū, ūkamenya itarī na umithio na ūkahota gūcieheria."
Easier to control poultry cannibalism and egg eating,Njīra īno īteithagia kūrigīrīria ngūkū kūrīana na kūrīa matumbī.
It helps in production of cleaner eggs,No īteithagia kūngūngania matumbī matheru.
Easy control of parasitic disease like coccidiosis and worm infestation,Nī īteithagi kūrigīrīria gūtamba kwa mīrimū ta kīhuruto na mīnyoo.
"Egg production, feed efficiency and egg weight of caged layers is more than in deep litter systems according to research","kūringana na ūthuthuria, mīrekerie ya matumbī, kūnyihia ūitangi wa irio na ūritū wa matumbī ma ngūkū ihingīrītwo kīnjī-inī nī wongererekaga gūkira īrīa cia marīa ma ngūkū cīa kūrekio irī hamwe kīaga-inī kīa mahuti."
What is the best method of rearing chicken?,Nī njīra īrīkū njega ya kūrīithia ngūkū?
"5 factors should guide you in choosing the best method. They are size of flock, animal welfare, your reason for farming, available resources and finally, bio-safety.","Nī harī maūndu matano marīa mangīkūhe mwerekera rīrīa ūgūthura njīra īrīa njega. Namo nīmo; wūingī wa ngūkū, ūtungata ūria wagīrīire, gītūmia gia kūrīithia ngūkū, indo iria mūrīmi enacio na mūthia, kūrigīrīria mīrimū na njīra ya kīmerera."
"Size of flock; if you are doing large scale chicken production, go for intensive system. If you are in subsistence chicken rearing use backyard or free range farming.","Ūnene wa rūūru; angīkorūo ūrarīithia ngūkū nyingī, rūmīrīra ūrīithi wa gūcihingīra ciaga-inī. Angīkorūo ūrarīithia ngūkū nīūndū wa kūhingīa mabataro maku ta kūrīa, rūmīrīra ūrīithi wa kūrekereria ikemathīra irio."
"Animal welfare; slatted systems, deep litter, free range and semi intensive chicken rearing is considered to provide chicken with better health unlike cage system with many inherent welfare problems from restricted movements.","Ūtungata wa ngūkū; kiugū gīa kūgūithia thumu, kiugū gīa gūciga irīhamwe, gūcirekia ciīmathīre,  mūtukanio wa kūhingīra na kūrekia ciīmathīre nīcio njīra iria iheaga ngūkū ūgima mwega wa mwīrīūkīringithania na tūthandūku twakītwo kīaga harīa ngūkū igīaga thīna wa kuonja nīūndū wa kwaga gūceera."
"Purpose of production; for commercial production, intensive production systems are better than free range systems that has low yields and profitability","Itūmi cia kūrīithia ngūkū: cia biacara, kūrīithia ngūkū ihingīirwo nīyo njīra njega īrongoragīrīria baita nīūndū nīikūraga narua."
"Available investments; when you are a beginner in chicken farming, consider starting small in extensive systems then expand to semi intensive farming. Finally, you can invest in intensive farming upon availability of funds.",Mbeca cia kūambīrīria; ūkīambīrīria iga ngūkū nini na gūcirererie nja ūcoke wongerere o kahora na ūcenjie njīra ya gūcirīithia nginya wone mbeca cia kūrīithia ihingīirwo.
"Food safety & Hygiene; some methods such as cage chicken farming and slatted floor systems are the most hygienic. They allow separation of birds, eggs and litter from chicken droppings.","Wagīrīru wa irio na ūtheru: njīra cia ūrīithi ta kūhingīra kīnji-inī na ciugū irī na floo iragūithia kīoro nīcio cigaga ūtheru. Nī cihotithagia kūgayania ngūkū, matumbī na kīoro."
What are feeders and how do you clean feeders for chicken?,Mīharatī ya irio īthondekagwo atīa na īigagwo īrīmī theru atīa?
Are used to give food to the chickens. Should be cleaned regularly to prevent spread of diseases,Mīharatī ītūmīkaga kūhe ngūkū irio. Nī yagīrīire gūthambagio kaingī nīgetha kūgiria gūtherema kwa mīrimū.
Should be cleaned regularly to prevent spread of diseases,Yagīrīire gūthambio kaingī nīguo ūgirie gūtherema kwa mīrimū.
Should be adequate for all chickens to feed at the same time One (1) metre trough or a 35 cm (diameter) tube feeder is big enough for 20 adult chickens to eat from,Yagīrīire gūkorwo irī mīigananu nīgetha ngūkū ikarīyanīra hamwe. Mūharatī wa mita īmwe kana sentimita 35c nī wūiganīte kūrīithia ngūkū 20 ng'ima.
Use feeders that do not waste food and limits contamination (cover with wire mesh),Hūthīra mīharatīītaretīkīria wūitangi wa irio na ūracimenyerera kuumana na  gīko.
Do not fill feeders to the top to avoid wastage (half-fills are better and then refilled periodically),"Rīrīa ūgwīkīra irio, ndūkaiyūrīrīrie mūno nīguo itigaitangīke. Gwīkīra nuthu nuthu nīguo wega ūcoke wongagīrīre."
"Feeders can be made from locally available materials like wood, tin can, metal, plastic) in various shapes (long, round etc) or be bought","Mīharatī no īthondekwo ūkīhūthīra indo iria ironeka raithi ta mbaū, marebe, cuma na plastics. Na mīhinīre ītiganīte kana īgūrwo kuuma nduka-inī."
"Should be easy to clean, durable, strong, affordable and easy to fill","Yagīrīire gūkorwo na raithi gūthambia, ītagūthūka naihenya , mīnyitu, ītarī na goro na īna ūhūthū gwīkīra irio."
Feeders should be put in easily accessible areas so that most of the droppings are concentrated in areas where they can be easily removed,Mīharatī yagīrīire kūigwo handū īrakinyīrīka nīguo ndīkaingīre mai ma ngūkū.
What are drinkers and how do you clean drinkers for chicken?,Mīharatī ya maaī nīkīī na īngīigīka īrī mītheru?
Used to give drinking water to the chicken,īhūthīkaga kūhe ngūkū maaī.
Should be cleaned regularly to prevent spread of diseases,ībatiī gūthambio kaingī nīguo kūrigīrīria gūtamba kwa mīrimū.
Drinkers should be cleaned and dried at least twice a day and sprayed with disinfectants once a week after thorough cleaning,Mīharatī ya maaī ībatiī gūthambio na kūniario maita merī o mūthenya na kūhurwo na dawa lita rīmwe o wiki thutha wa kūmīthambia wega.
One metre trough or a 35 cm diameter tube drinker is big enough for 40 adult chickens to drink from,Mūharatī wa ūrahu wa mita īmwe kana wīna warie wa sentimita 35 nī mūiganu kūhe maaī ngūkū mīrongo īna.
Should be big enough for all chickens of the same age to drink from,Mīharatī ino ībatiī gwakwo ūndū īgwītīkīria ngūkū cia rika riothe kūhota kūnywuīra
Can be made from locally available material at home or commercial ones bought (metals or plastics),No ithondekwo na indo iria ironeka mūciī-inī kana indo cia kūgūrwo (cuma kana plastiki)
"Should be durable, strong, stable, easy to clean and fill Troughs, cups, hanging plastic containers or nipple drinkers can be used.","Mīharatī īno ībatiī gūtūra, īkorwo īrī mīrūmu, mīhūthū gūthambia na kūihūria maaī. Mīthemba nīta ikombe, ikombe cia plastiki ingīcurio,  kama mīnyonyi ya kūnyuīra."
What is the importance of record keeping?,Hihi kūiga rekodi nīgwa bata ūrīkū?
All chicken farmers should learn to keep simple records (taken daily or weekly) on performance of their production.,Arīmi othe a ngūkū no mūhaka merute kūiga rekodi cia kūandīka o mūthenya kana thutha wa wiki ciīgie umithio wa cio
"This will help in early identification of diseases, poor nutrition and other problems so that interventions can be initiated in good time.","Kūiga rekodi nīgūteithagia kūmenya kūrīo tene mīrimū īkīingīra, wagi wa irio njega na mathīna mangīnīguo ihonia irehwo kūri o tene."
What information should be kept in record?,Nī maūndū marīkū mabatiī kwandīkwo rekodi-inī?
The following information should be recorded by the farmers,Maūndū maya nīmo mabatiī kwandīkwo nī mūrīmi thīinī wa rekodi;
"Feed intake: name of the farmer, age in weeks, light exposure (hours), chicken category based on age (chicks, grower, layer/hen, cock), feed intake (gm/day/head)","Mūigana wa irio iria irarīo: rītwa ria mūrīmi, ūkūrū wa ngūkū kīwiki, ihinda rīrīa ūtheri ūretīkīrio kūingīra kīaga, ngurubu cia ngūkū kūringana na rika(njui, mīera, ngūkū irarekia, na njogoo), mūigana wa irio iria ikūrīo(grams harī o ngūkū o mūthenya)"
"Chicks and brooding: chicks’ growth data, date of brooding, breed, age in days, number of chicks present, mortality data, average body weight (every 15 days), causes of death etc.","Njui na ūreri: ūhoro wīgiī ūrīa tūcui tūrakūra, mūthī wa gūkomereria, mūthemba wa ngūkū, mūigana wa tūcui, ikuo, ūritū wa njui(igathimwo o thutha wa thikū ikūmi na ithano), itūmi cia ikuo na mangī maingī."
"Market: number and chicken type sold (hen, cock, grower, chicken), eggs sold, where and to whom sold, eggs/chicken consumed and to whom, income from sale of eggs, gifts and home consumption of eggs and chickens by your family and friends should also be noted, all expenditures for feed or feed ingredients should be registered carefully, noting quantities, price and date of purchase. If you buy feed from feed sellers, note the name of the seller and the time of purchase.","Thoko: Mūigana na mūthemba wa ngūkū iria nyendie(ngūkū īrarekia, jogoo, mīera), matumbī marīa mendie, kūria mendetio na rītwa ria mūgūri, matumbī na ngūkū iria irītwo, baida kuuma wendia wa ngūkū, iheo, matumbī na ngūkū iria irītwo nīandū a bamīrī na arata, ngarama ciothe cia irio ibatiī kwandīkwo hamwe na mūigana, thogora, na mūthī ūrīa irio icio ciagūrirwo. Angīkorūo ūgūraga irio kuuma kūrīarīa mendagia irio, andīka rīītwa rīa mwendia na ihinda rīrīa wagūra irio icio."
"Layers: date of brooding/hatching, date of start of laying egg, breed, number of eggs, laying per day/head, number of eggs broken or out of use, number of hens (present, died, transferred), eggs laid, dead chickens, cause of death and chickens given as gifts","Ngūkū iria irarekia: mūthī wa kūigīra kana gūcarīkia matūmbī, mūthemba wa ngūkū, mūigana wa matumbī, matumbī marīa o ngūkū īrarekia o mūthenya, mūigna wa matumbī marīa makuīte kana matangīhuthīka, mūigana wa ngūkū iria irīkuo, ikuīte kana ithamītio, matumbī marīa marekie, ngūkū iria nguo, itūmia cia ikuo na ngūkū iria iheyanītwo na iheo."
"Health record sheets: date of vaccination, name of the vaccinator, type of vaccine, name of the disease, method of vaccination, etc.","Rekodi ya ūgima wa mwīrī: mūthenya ūrīa njanjo yaheyanirwo, rītwa ria mūheani wa njanjo, mūthemba wa njanjo, rītwa ria mūrimū, njīra ya kūheana njanjo, na maūndū mangī."
"Treatment data: date of treatment, age of the chicken (week), type of drug used, dose of the drug used, method of drug administration (water, feed), etc","Rekodi ya ūrigitani:mūthī ūrīa ngūkū yarigitwo, ūkūrū wa ngūkū kīwiki, mūthemba wa dawa urīa wahūthīkire, Mūigana wa dawa īrīa ya hūthīkire, njīra ya kūhe dawa (maaī, irio), na mangī maingī."
Suitable location of a chicken house.,Handū hega ha gwaka kīaga kia ngūkū.
"Select a location that has access to clean water and is free from predators. The site should also have good drainage to prevent the buildup of water, which can create a breeding ground for diseases.","Thūra handū harī na ūkinyanīria wa maaī matherū na hatarī na thūū cia ngūkū. Handū hau habatiī gūkorwo na tīīri ūraikūrūkia kīguo wega, nīguo kūrigīrīria mīrimū gūithegeera ho."
Why do we need a strong and secure chicken coop?,Bata wa gīterenge kīrūmu na kīna ūgitīīri nī ūrīkū?
"A strong, well-ventilated chicken coop is essential for the health and well-being of your chickens. Make sure to include nesting boxes and perches inside the coop.",Gīterenge kīrūmu na kīretīkīria rīera gūceera nīkīabata harī ūgima mwega wa mwīrī na thayū wa ngūkū. Tigīrīra nīwekīra ithandūkū ria kūrekeria na mītī ya kūūmba.
What to consider when selecting a site?,Maūndū ma kūrora mbere ya gwaka kīaga.
"The land should be flat, well drained and not swampy","Harīa ūraka hagīrīire gūkorwo harī haaraganu, hatararūgama maaī na ti itomboya-inī."
Location should have a good flow of fresh air.,Habatiī kūreka rīera rīceere wega.
Land should be accessible but not on the highway.,Hagīrīire gūkorwo harī raithi gūkinyīrīka no tihakuhī mūno na barabara.
"The site should be far from other poultry farms, piggery or dairy to avoid noise and diseases.","Hagīrīire gūkorwo heharaya na ciūmba cia ngūkū ingī, nyūmba  ya ngūrwe na kiūgū kīa ng'ombe nīguo gwīthema na inegene na mīrimū."
There should be a reliable source of water.,Nī hagīrīire gūkorwo na maaī mataraga.
"Where possible, the land should have some trees and grass cover for shade to cool the poultry houses during hot periods","Kūngīhotekeka, harīa kīaga gīakītwo hakorwo na mītī ya kīruru nīgetha hakorwo hehu hīndī ya riūa."
Why construct a chicken house?,Twakaga kīaga kīa ngūkū nīkī?
"To protect chickens from extreme weather: rain, sun, cold and winds","Nīgetha tūgitīre ngūkū kūmana na rīera rītarī rīega ta mbura, riūa, heho na rūhuho."
"To protect chickens from predators: dogs, cats, snakes, rats, other pests","Kūgitīra ngūkū kuumana na thū ta ngui, nyau, nyoka, mbīa na indo ingī."
To provide shelter for egg laying and broody hens,Gūciakīra nyūmba ya kūrekeria matumbī na iria irenda gūkomereria.
To minimise disease transmission and theft,Kūnyihia kūgwatania kwa mīrimū na kūiyuo.
What are the dimensions of a poultry house at the household level,Nī ithimo irīkū ihūthīkaga rīrīa tūgwaka nyūmba ya ngūkū itarī nyingī?
"A simple poultry backyard, open sided house for 500 layers should be 7m x 12m (84 sq m.).",Gwaka kīaga kīa ngarama ya thī kīa ngūkū ta 500 kīagīrīire gīako na ithimo cia mita 7×12. kana 84sq m.
"The walls should be short 1m high made of timber, bricks, iron sheets or mad and wattle.","Thingo ciagīrīire gwakwo irī nguhī, mita īmwe, gīakwo na mbaū, maturubarī, mabati kana ndoro."
"The roof should be v-shaped (for easy flow of rainwater) made of iron sheets, plastic sheets with papyrus or grass thatched.","Mambarita magīrīire kūrathwo na mūhianīre wa v, nīguo maaī magaikūrūka wega, magitwo na mabati, mīnyore kana nyeki."
"The floor can either be marram rammed and cement screened, or marram mixed with limestone and then rammed.",Floo no īthondekwo na maramu īkorogetwo kana ītukanītio na limestone na īkindīrwo wega.
The door should be double leafed either wooden or metallic,"Mūrango wagīrīire gwakwo ūndū ūkūhingūka miena yerī, wīī wa mbaū kana cuma"
What are the requirements to observe when constructing a chicken house?,Nīmaūndū marīkū ma bata gūthingatithia rīrīa ūgwaka nyūmba ya ngūkū?
The roof should have a steep slope with overhang to allow rain water to run (rain proof),Mambarita magīrīire gwakwo maikūrūkīrīire wega na macomokete kuuma harīa nyūmba īkinyīte nīgetha maaī ma mbura maitīke wega.
The house should be at least 1.8-2.0m high to enable a person to stand upright,Nyūmba yagīrīire gūkorwo na ūraihu wa mita 1.8 nginya 2 nīgetha mūndū akahota kūrūgama wega e thīinī.
Should have proper lighting (natural or artificial light),Yagīrīire gūkorwo na ūtheri mūiganu.
Should protect chickens from direct sunlight,Yagīrīire kūgitīra ngūkū kuumana na riūa.
"In a rectangular house, the end walls should face East and West to ensure that only the end walls face the hot afternoon sun","Nyūmba iria ciakagao miena īmwe īmīraihu gūkīra īrīa īngī, mīena īrīa mīkuhī yagīrīire kūrora ithūīro na irathīro nīguo riūa rīgīthūa rītigacine mwena ūrīa mwariī."
Surfaces inside should me made from impervious material for ease of cleaning and disinfection,Mīena ya nathīiniīyagīrīire nīkūgitwo na kīndū gītaranyua maaīnīgetha akorwo arīraithi gūthambia.
Wild bird proof,Mīgitīre kuumana na nyoni cia gīthaka-inī
Have enough space to allow enough room for movement,Tigia handū hanene hegwītīkīria mīthiīre.
"Should have a good ventilation to allow fresh air circulation: get rid of excess ammonia and dust. Windows on either side. About 0.6m wire mesh at the back, 1m opening in front (2m in hot areas)","Handū hau habatiī gūītīkīria rīera gūcera wega, na kweheria rīera rīrīa rīūrū mūthemba wa ammonia na rūkūngū. Ndirica ciīkīrwo thingo-inī iroranīte. Wire mesh ya mita 0.6 īkīrwo mwena wa thutha, nakuo nambere īkirwo na wariī wa mita īmwe kana mita igīrī kūndū kūrīa kūrī na ūrūgarī."
Prevent inflowing air from directly flowing on chickens,Rigīrīria rīera kuuma naja kūingīra kwa ngūkū imwe kwa imwe.
Should have solid door with a lock and any sharp object should be removed to avoid injury,Mūrango wīkīrwo na ūkorwo na kūbūri na weherio kīndū o giothe kīngītheca mūndū kana ngūkū.
The floor should be kept dry at all time. Stocking density (28-40 kg/m2),Floo ībatiī kūigwo īrīniaru hingo ciothe. Mita īmwe ya floo ītarīrwo kilo 28-40 cia ngūkū.
Why do we need to keep the coop clean?,Twagīrīire kūiga kīaga kīrī gītheru nīkī?
Regularly cleaning the coop and disposing of any waste or excess bedding will help prevent the spread of diseases.,Gūtheria kīaga kaingī na kweheria gīko gīothe hamwe ona matandīko marīa matarabarania nīgūgūtūma mīrimū ītige kūtherema.
What are the different types of chicken that you know or those found in your locality?,Nī mīthemba īrīkū ya ngūkū ūī kana īrīa yonekaga itūra rīanyu?
The following chicken breeds are currently kept in Kenya: 1. Local/indigenous chicken 2. Improved local/indigenous chicken 3. Hybrid chicken,Mīthemba īno ya ngūkū nīīrīithagio būrūri-inī wa Kenya: 1. Ngūkū ya gīcenji 2. Ngūkū ya gīcenji jīciarithanie 3. Ngūkū cia kīrīū (hybrid)
What are vaccines?,Njanjo nīndū?
"Vaccines are biological products that give protection to animals and humans against germs causing diseases. They are used to prevent, and not to treat or cure diseases","Njanjo nī ciūmbe irī muoyo igitagīra mahiū na andū kuuma na njamuthi iria irehaga mīrimū. Njanjo iteithagia kūrigīrīria, no tikūrigita mīrimū."
Vaccines are different from drugs such as antibiotics which are used to treat diseases,Njanjo nīirī ūtiganu na dawa ta mūthemba wa antibiotics iria ihūthīragwo kūrigita mīrimū.
A vaccine only protects against a specific disease it is given for e.g. Newcastle disease vaccine only protects against Newcastle disease,"Njanjo īgitagīra tu kuumana na mūrimū mūna, kwa mūhiano, Njanjo ya mūrimū wa Newscastle īhotaga kūgītīra kuumana na mūrimū wa newcastle."
"For vaccines to work well, they must be stored, mixed, dosed, and applied correctly","Nīguo njanjo īrute wīra wega, no mūhaga īigwo wega, ītukanio na njīra njega, ngūkū īheo gīthimo kīrīa kīagīrīire, na iheo ūrīa kwagīrīire"
What is the importance of vaccinating chicken?,Hihi bata wa kūhe ngūkū njanjo nī ūrīkū?
"To prevent chicken diseases such as Newcastle disease, fowl pox, fowl typhoid and other diseases","Kūrigīrīria ngūkū kūnyitwo nī mīrimū mīna ta Newcastle, fowl pox, fowl typhoid na mīrimū mīthemba īngī."
To prevent the spread of zoonotic diseases (such as salmonellosis) from chickens to humans,Kūrigīrīria gūtherema kwa mīrimū īrīa ītambanagio kuuma kūrīandū na nyamū ta salmonellosis ūrīa ūtambaga kuuma kūrī ngūkū na thūthiī kūrī andū.
To prevent spread of diseases from the hen to chicks through the eggs,Kūrigīrīria mīrimū gūtamba kuuma kūrī ngūkū gūthiī kūri tūcui kūgerera kūrī matumbī.
How to handle and store vaccines?,Hihi njīra ya kūhuthīra na kūiga njanjo wega nī irīkū?
Vaccines should be stored under refrigeration temperatures (4-8°C),Njanjo ibatiī kūigwo thīinī wa friji kūndū kwīna heho ya gīthimo kia 4-8°C.
DO NOT freeze or store vaccines in a freezer,Ndūkaige njanjo thīinī wa mbarafu
Vaccines should be protected from direct sunlight and heat,Njanjo no mūhaka īgītīrwo kuonana na rīūa na ūrūgarī.
I-2 Newcastle disease vaccine can be temporarily stored at the base of a clay water pot kept in a clean dark place in rural areas,Njanjo ya mūrimū wa Newcastle no īigwo kwa ihinda thīinī wa njungū ya rīumba ria tīīri icagi-inī.
Keep vaccines away from children (children should not play with vaccines).,Njanjo ciigwo kūraya na ciana(Ciana itigathake na njanjo)
How to transport vaccines?,Hihi njanjo ibatiī gūkuo atīa?
Chicken farmers going to buy vaccines from agro-veterinary outlets should transport them using 1. Functional cool boxes with ice packs (for thermostable and non-thermostable vaccines),Arīmi a ngūkū magīthiī kūgūra njanjo kuuma nduka cia agrovets no mūhaka macikue thīinī wa mathandūku ma mbarafu(njanjo mīthemba īrīa ītathīnagio kana o na īria īthīnagio nī ūrugarī)
A closed steel vacuum flask with ice in it (thermostable and non-thermostable) for short distances.,Kībūyu kīa thamos gīkīrītwo mbarafu(njanjo mīthemba īrīa ītathīnagio kana o na īria īthīnagio nīūrugarī) kwa ihinda inini.
Carrier containers carefully wrapped with damp cloth and protected from direct sunlight (thermostable vaccines),Indo ingī cia gūkūīra ciohwo wega na ngītambaya gia kūgītīra ītekūona riūa īmwe kwa īmwe. (njanjo mīthemba īria īthīnagio nī ūrugarī na ūtheri)
How to give Newcastle vaccine as eye drop or nasal drop?,Njanjo ya mūrimū wa Newcastle īheyagwo atīa ta matata na ritho kana maniūrū?
"To achieve a successful vaccination via eye/nasal drop, you require a hypodermic needle, syringe, or a dropper","Nīguo kūhota kūhe njanjo na njīra ya gūtatīria ritho kana iniūrū, ugūbatara kūthīra cindano njeke mūno kana dropper."
Eye drop vaccination produces stronger protection compared to other delivery routes.,Njanjo ya gūtatīria ritho īrutaga wīra wega gūkīra īngīciothe cia gūtatīīrīa kūndū kūngū.
This is because of the lymphoid tissues located just behind the eyes where the vaccine goes to immediately after vaccination which produces stronger immunity,ūndū ūyū ūhotekega nīūndū mīkiha ya lymphoid īrīa īkoragwo thutha wa maitho nīītethagia gūtara njanjo mwīrī-inī wothe na kūrehe ūgitīīri mūnene.
What are the directions for carrying out eye/nasal drop vaccination?,Mwerekera wa kūhe ngūkū njanjo ya maitho na maniūrū nī ūrīkū?
When carrying out eye/nasal drop vaccination the farmer should adhere to the following guidelines: Ensure the vaccine to be given through eye/nasal drop is manufactured and clearly indicated for eye/nasal drop route,"Rīrīa ūkūhe njanjo ya maitho na maniūrū wī mūrīmi wagīrīirwo nīkūrūmīrīra motaaro maya: Tigīrīra atī, njanjo īyo īthondeketwo na īkonanīrīrio wega atī yagīrīire gwīkīrwo maitho kana maniūrū."
I-2 ND vaccine should be given by eye drop as this helps chickens develop stronger protection,Njanjo ya mbere na ya keerī yagīrīire kūheo kūhītūkīra maitho nīūndū nīīteithagia ngūkū kūgīa na ūhoti mūnene wa kūrūa na mīrimū.
Vaccines indicated for other routes must never be administered as eye/nasal drop to avoid complications,Njanjo īrīa īrītwo īheo na njīra īngī ndīkaheo kūhītūkīra maitho kana maniūrū nīgūo kūrigīrīria maūndū morū kūhanīka.
Open the vaccine vial and the diluent bottle (remove the aluminium seal and the rubber stopper),Hingūra cuba ya njanjo hamwe ya kumīcambicura.
"When reconstituting the vaccine, the diluent temperature should be between (4-8°C)","Rīrīa ūraringia njanjo, ūrugarī wagīrīire gūkorwo gatagatī-inī ka 4-8°c"
"After firmly attaching the needle to the syringe, take the cap off the needle","Thutha wa gūthecereria cindano harī syringe, ruta ngunīko īrīa īkunīkīte cindano."
"Using the needle fixed to a syringe, withdraw some or all of diluent to be used to dilute the vaccine into the syringe through the needle","ūkihuthira cindano na syringe īyo, tahia gīcambicūri kīrīa kīrahūthīka kūringia njanjo."
"Inject into the vaccine vial in the middle of the rubber stopper and mix gently (if vacuum is still intact, it will pull some of the liquid into the vial without any pressure from the vaccinator)",Onoreria cuba-inī īrīa īna njanjo ūthecete gakunīko ka raba na ūtukanie ūmenyereire.
