Reference,Kikuyu,English
Exodus 22:7,"“Mũndũ angĩhithia mũndũ wa itũũra rĩake betha kana indo amũigĩre-rĩ, nacio indo icio ciywo kuuma nyũmba yake, mũici ũcio angĩnyiitwo no nginya arĩhe indo icio maita meerĩ.","“If a man delivers to his neighbor money or stuff to keep, and it is stolen out of the man’s house, if the thief is found, he shall pay double."
Exodus 22:8,"No mũici ũcio angĩaga kũnyiitwo, mwene nyũmba no nginya athiĩ mbere ya aciirithania nĩguo kũmenyeke kana nĩwe ũiyĩte indo icio cia mũndũ ũcio ũngĩ.","If the thief isn’t found, then the master of the house shall come near to God, to find out whether or not he has put his hand on his neighbor’s goods."
Exodus 22:9,"Ha ũhoro o wothe wa mũndũ gũkorwo na kĩndũ na njĩra ĩrĩa ĩtagĩrĩire, kĩrĩ ndegwa, kana ndigiri, kana ngʼondu, kana nguo, kana kĩndũ kĩngĩ gĩothe kĩũrĩte kĩrĩa mũndũ ũngĩ angiuga atĩrĩ, ‘Kĩndũ gĩkĩ nĩ gĩakwa,’ andũ acio eerĩ no nginya marehe ũhoro wao mbere ya aciirithania. Mũndũ ũrĩa aciirithania magatua atĩ nĩehĩtie-rĩ, no nginya arĩhe mũndũ ũcio ũngĩ maita meerĩ.","For every matter of trespass, whether it is for ox, for donkey, for sheep, for clothing, or for any kind of lost thing, about which one says, ‘This is mine,’ the cause of both parties shall come before God. He whom God condemns shall pay double to his neighbor."
Exodus 22:10,"“Mũndũ angĩhithia mũndũ wa itũũra rĩake ndigiri, kana ndegwa, kana ngʼondu kana nyamũ o yothe amũigĩre, nayo ĩkue, kana ĩtihio, kana ĩiywo, hatarĩ mũndũ ũroona-rĩ,","“If a man delivers to his neighbor a donkey, an ox, a sheep, or any animal to keep, and it dies or is injured, or driven away, no man seeing it;"
Exodus 22:11,"ũhoro ũcio wao ũgaatuuo na njĩra ya kwĩhĩta mwĩhĩtwa mbere ya Jehova atĩ ũrĩa ũhithĩtio tiwe ũiyĩte indo icio. Mwene nake etĩkĩre mwĩhĩtwa ũcio, na hatikagĩa ũhoro wa kũrĩhania.","the oath of Yahweh shall be between them both, he has not put his hand on his neighbor’s goods; and its owner shall accept it, and he shall not make restitution."
Exodus 22:12,"No angĩkorwo nyamũ nĩkũiywo yaiirwo kuuma kũrĩa yahithĩtio-rĩ, no nginya mũndũ ũcio arĩhe mwene.","But if it is stolen from him, the one who stole shall make restitution to its owner."
Exodus 22:13,"Angĩkorwo yatambuurirwo nĩ nyamũ cia gĩthaka, nĩakonania matigari matuĩke ũira, na ndakaarĩhio nyamũ ĩyo ĩtambuurĩtwo nĩ nyamũ.","If it is torn in pieces, let him bring it for evidence. He shall not make good that which was torn."
Exodus 22:14,"“Mũndũ angĩgwatio nyamũ ya mũndũ ũngĩ, nayo ĩtihio kana ĩkue mwene atarĩ hakuhĩ, no nginya amĩrĩhe.","“If a man borrows anything of his neighbor’s, and it is injured, or dies, its owner not being with it, he shall surely make restitution."
Exodus 22:15,"No nyamũ ĩyo ĩngĩkorwo ĩrĩ na mwene-rĩ, ũrĩa ũgwatĩtio ndangĩmĩrĩha. Angĩkorwo nyamũ nĩgũkomborithio yakomborithĩtio, mbeeca iria ĩkomboretwo nĩirĩhĩte hathara ĩyo.","If its owner is with it, he shall not make it good. If it is a leased thing, it came for its lease."
Exodus 22:16,"“Mũndũ angiuha mũirĩtu gathirange ũtoorĩtio kũhikio, nake akome nake, no nginya arĩhe rũracio, nake mũirĩtu ũcio atuĩke mũtumia wake.","“If a man entices a virgin who isn’t pledged to be married, and lies with her, he shall surely pay a dowry for her to be his wife."
Exodus 22:17,"Ithe wa mũirĩtu angĩrega biũ kũmũheana kũrĩ mũndũ ũcio, no nginya mũndũ ũcio arĩhe rũracio rwa airĩtu gathirange.","If her father utterly refuses to give her to him, he shall pay money according to the dowry of virgins."
Exodus 22:18,“Mũtigetĩkĩrie mũndũ-wa-nja mũrogi atũũre muoyo.,“You shall not allow a sorceress to live.
Exodus 22:19,“Mũndũ ũngĩgwata nyamũ no nginya ooragwo.,“Whoever has sex with an animal shall surely be put to death.
Exodus 22:20,“Mũndũ ũkaarutĩra ngai ingĩ iruta tiga Jehova nĩakaniinwo.,"“He who sacrifices to any god, except to Yahweh only, shall be utterly destroyed."
Exodus 22:21,"“Mũtigeke mũgeni ũũru kana mũmũhinyĩrĩrie, nĩgũkorwo o na inyuĩ mwarĩ ageni bũrũri wa Misiri.","“You shall not wrong an alien or oppress him, for you were aliens in the land of Egypt."
Exodus 22:22,“Mũtikanahinyĩrĩrie mũtumia wa ndigwa kana mwana wa ngoriai.,“You shall not take advantage of any widow or fatherless child.
Exodus 22:23,"Mũngĩĩka ũguo nao mangaĩre, hatirĩ nganja nĩngaigua kĩrĩro kĩao.","If you take advantage of them at all, and they cry at all to me, I will surely hear their cry;"
Exodus 22:24,"Nĩngacinwo nĩ marakara, na nĩngamũũraga na rũhiũ rwa njora, nao atumia anyu matuĩke a ndigwa na ciana cianyu ituĩke cia ngoriai.","and my wrath will grow hot, and I will kill you with the sword; and your wives shall be widows, and your children fatherless."
Exodus 22:25,"“Ũngĩkombera mũndũ ũmwe wakwa gatagatĩ-inĩ kanyu mbeeca abatairio nĩcio-rĩ, ndũgatuĩke ta mũkombanĩri wa mbeeca; ndũkamũrĩhie uumithio wacio.","“If you lend money to any of my people with you who is poor, you shall not be to him as a creditor. You shall not charge him interest."
Exodus 22:26,"Mũndũ ũngĩ angĩkũnengera nguo yake ya igũrũ ĩrũgamĩrĩre thiirĩ, mũcookerie riũa rĩtanathũa,","If you take your neighbor’s garment as collateral, you shall restore it to him before the sun goes down,"
Exodus 22:27,"tondũ noyo arĩ nayo ya kwĩhumbĩra. Angĩkĩĩhumbĩra nakĩ agĩkoma? Angaĩra, nĩngamũigua, nĩgũkorwo ndĩ mũigua tha.","for that is his only covering, it is his garment for his skin. What would he sleep in? It will happen, when he cries to me, that I will hear, for I am gracious."
Exodus 22:28,“Ndũkanarume Ngai kana ũrume mũnene wa andũ anyu.,"“You shall not blaspheme God, nor curse a ruler of your people."
Exodus 22:29,“Ndũgacerithĩrie maruta kuuma makũmbĩ-inĩ maku kana mahihĩro-inĩ maku ma ndibei. “No nginya ũũheage marigithathi ma ariũ aku.,“You shall not delay to offer from your harvest and from the outflow of your presses. “You shall give the firstborn of your sons to me.
Exodus 22:30,"Wĩkage o ũguo mwena-inĩ wĩgiĩ ngʼombe na ngʼondu ciaku. Iria ciaciarwo ũrekage igaikara na manyina mĩthenya mũgwanja, mũthenya wa ĩnana ũgacineana kũrĩ niĩ.","You shall do likewise with your cattle and with your sheep. It shall be with its mother seven days, then on the eighth day you shall give it to me."
Exodus 22:31,“Inyuĩ mũgũtuĩka andũ akwa aamũre. Nĩ ũndũ ũcio mũtikanarĩe nyama cia nyamũ ndamburange nĩ nyamũ cia gĩthaka; ciikagĩriei ngui.,"“You shall be holy men to me, therefore you shall not eat any meat that is torn by animals in the field. You shall cast it to the dogs."
Exodus 23:1,“Ndũkanamemerekie ndeto cia maheeni. Ndũgateithĩrĩrie mũndũ mwaganu na ũndũ wa kũrũgamĩrĩra ũira wa maheeni.,“You shall not spread a false report. Don’t join your hand with the wicked to be a malicious witness.
Exodus 23:2,"“Ndũkarũmanĩrĩre na mũingĩ gwĩka ũũru. Ũngĩruta ũira igooti-inĩ, ndũkogomie kĩhooto ũkĩnyiitanĩra na mũingĩ,",“You shall not follow a crowd to do evil. You shall not testify in court to side with a multitude to pervert justice.
Exodus 23:3,na ndũkonanie kĩmenyano harĩ mũndũ mũthĩĩni ciira-inĩ wake.,You shall not favor a poor man in his cause.
Exodus 23:4,"“Ũngĩona ndegwa kana ndigiri ya mũndũ mũrĩ ũthũ nake yũrĩte-rĩ, tigĩrĩra atĩ nĩwamĩcookia kũrĩ we.","“If you meet your enemy’s ox or his donkey going astray, you shall surely bring it back to him again."
Exodus 23:5,"Ũngĩona ndigiri ya mũndũ ũgũthũire ĩgwĩte ĩkaremererwo nĩ mũrigo wayo-rĩ, ndũkamĩtige hau; no nginya ũmũteithie kũmĩũkĩria.","If you see the donkey of him who hates you fallen down under his burden, don’t leave him. You shall surely help him with it."
Exodus 23:6,“Ndũkanaime andũ anyu arĩa athĩĩni kĩhooto ciira-inĩ wao.,“You shall not deny justice to your poor people in their lawsuits.
Exodus 23:7,"Ndũkahutanie na thitango ya ma- heeni, na ndũkoorage mũndũ ũtarĩ na mahĩtia kana mũndũ mwĩhokeku, nĩgũkorwo ndikarekereria mũndũ mwĩhia.","“Keep far from a false charge, and don’t kill the innocent and righteous; for I will not justify the wicked."
Exodus 23:8,"“Ndũkoe ihaki, nĩgũkorwo ihaki nĩrĩtũmaga arĩa monaga matuĩke atumumu, na rĩkoogomia ciugo cia andũ arĩa athingu.","“You shall take no bribe, for a bribe blinds those who have sight and perverts the words of the righteous."
Exodus 23:9,"“Ndũkahatĩrĩrie mũgeni; inyuĩ nĩmũũĩ ũrĩa mũgeni aiguaga, tondũ mwarĩ ageni bũrũri wa Misiri.","“You shall not oppress an alien, for you know the heart of an alien, since you were aliens in the land of Egypt."
Exodus 23:10,"“Haandaga irio mĩgũnda yaku mĩaka ĩtandatũ, na ũkagetha irio iria iciarĩte mĩaka ĩyo,","“For six years you shall sow your land, and shall gather in its increase,"
Exodus 23:11,"no mwaka wa mũgwanja ũkarekaga mũgũnda ũikare ũguo ũtarĩmĩtwo na ũtekũhũthĩrwo. Nao arĩa athĩĩni gatagatĩ ka andũ anyu makonaga irio kuuma mũgũnda ũcio, nacio nyamũ cia gĩthaka ikarĩĩaga kĩrĩa marĩtigagia. Ĩkaga o ũguo na mũgũnda waku wa mĩthabibũ na wa mĩtamaiyũ.","but the seventh year you shall let it rest and lie fallow, that the poor of your people may eat; and what they leave the animal of the field shall eat. In the same way, you shall deal with your vineyard and with your olive grove."
Exodus 23:12,"“Rutaga wĩra waku mĩthenya ĩtandatũ, no mũthenya wa mũgwanja ndũkanarute wĩra, nĩgeetha ndegwa na ndigiri yaku ihurũke, nayo ngombo ĩrĩa ĩciarĩirwo gwaku, kana mũgeni, o nao magĩage na ihinda rĩa kũnogoka.","“Six days you shall do your work, and on the seventh day you shall rest, that your ox and your donkey may have rest, and the son of your servant, and the alien may be refreshed."
Exodus 23:13,“Menyagĩrĩra wĩkage maũndũ marĩa mothe ngwĩrĩte. Ndũkanagwete marĩĩtwa ma ngai ingĩ; ndũkareke maiguuo makĩgwetwo na kanua gaku.,“Be careful to do all things that I have said to you; and don’t invoke the name of other gods or even let them be heard out of your mouth.
Exodus 23:14,“Gĩagai na gĩathĩ gĩa gũkũngũĩra maita matatũ o mwaka.,“You shall observe a feast to me three times a year.
Exodus 23:15,"“Kũngũyagĩra Gĩathĩ kĩa Mĩgate Ĩtarĩ na Ndawa ya Kũimbia; handũ ha mĩthenya mũgwanja ũrĩĩage mĩgate ĩtarĩ na ndawa ya kũimbia, o ta ũrĩa ndagwaathire. Ĩkaga ũndũ ũyũ hĩndĩ ĩrĩa ĩtuĩtwo mweri-inĩ wa Abibu, tondũ nĩ mweri-inĩ ũcio woimire bũrũri wa Misiri. “Gũtikanagĩe mũndũ ũrĩũkaga mbere yakwa moko matheri.","You shall observe the feast of unleavened bread. Seven days you shall eat unleavened bread, as I commanded you, at the time appointed in the month Abib (for in it you came out of Egypt), and no one shall appear before me empty."
Exodus 23:16,"“Kũngũyagĩra Gĩathĩ kĩa Magetha* na maciaro ma mbere ma irio iria ũhaandĩte mĩgũnda yaku. “Kũngũyagĩra Gĩathĩ kĩa Igetha mũthia-inĩ wa mwaka, rĩrĩa ũgũcookanĩrĩria irio ciaku kuuma mũgũnda.","And the feast of harvest, the first fruits of your labors, which you sow in the field; and the feast of ingathering, at the end of the year, when you gather in your labors out of the field."
Exodus 23:17,“Arũme othe nĩmarĩthiiaga mbere ya Mwathani Jehova maita matatũ o mwaka.,Three times in the year all your males shall appear before the Lord Yahweh.
Exodus 23:18,“Ndũkanandutĩre thakame ya igongona hamwe na kĩndũ kĩrĩ na ndawa ya kũimbia. “Maguta ma maruta makwa ma gĩathĩ matikaigwo nginya rũciinĩ.,“You shall not offer the blood of my sacrifice with leavened bread. The fat of my feast shall not remain all night until the morning.
Exodus 23:19,“Rehaga indo iria njega cia maciaro ma mbere nyũmba-inĩ ya Jehova Ngai waku. “Ndũkanaruge koori na iria rĩa nyina.†,You shall bring the first of the first fruits of your ground into the house of Yahweh your God. “You shall not boil a young goat in its mother’s milk.
Exodus 23:20,"“Na rĩrĩ, niĩ nĩndĩratũma mũraika athiĩ mbere yanyu, amũrangĩre njĩra-inĩ na amũkinyie handũ harĩa ndĩmũhaarĩirie.","“Behold, I send an angel before you, to keep you by the way, and to bring you into the place which I have prepared."
Exodus 23:21,"Iguagai na mwathĩkagĩre ũrĩa ekũmwĩra. Mũtikanamũkararie tondũ ndakamũrekera ũremi wanyu, nĩgũkorwo Rĩĩtwa rĩakwa rĩrĩ thĩinĩ wake.","Pay attention to him, and listen to his voice. Don’t provoke him, for he will not pardon your disobedience, for my name is in him."
Exodus 23:22,"Mũngĩmũigua kũna ũrĩa aroiga, na mwĩke ũrĩa wothe ngaamwĩra, nĩngatuĩka thũ kũrĩ thũ cianyu, na njũkĩrĩre arĩa makaamũũkĩrĩra.","But if you indeed listen to his voice, and do all that I speak, then I will be an enemy to your enemies, and an adversary to your adversaries."
Exodus 23:23,"Mũraika wakwa nĩagathiĩ mbere yanyu, na amũkinyie bũrũri wa Aamori, na Ahiti, na Aperizi, na Akaanani, na Ahivi, na Ajebusi, na niĩ nĩngamaniina biũ.","For my angel shall go before you, and bring you in to the Amorite, the Hittite, the Perizzite, the Canaanite, the Hivite, and the Jebusite; and I will cut them off."
Exodus 23:24,"Mũtikanainamĩrĩre ngai ciao, kana mũcihooe, kana mũrũmĩrĩre mĩtugo yao. No nginya mũcianange, nayo mĩhianano ya ngai ciao cia mahiga mũmiunange tũcunjĩ.","You shall not bow down to their gods, nor serve them, nor follow their practices, but you shall utterly overthrow them and demolish their pillars."
Exodus 23:25,"Hooyagai Jehova Ngai wanyu nake, nĩarĩrathimaga irio cianyu na maaĩ manyu. Nĩndĩĩmweheragĩria mĩrimũ gatagatĩ-inĩ kanyu,","You shall serve Yahweh your God, and he will bless your bread and your water, and I will take sickness away from among you."
Exodus 23:26,na gũtirĩ mũndũ ũkaahuna kana atuĩke thaata bũrũri-inĩ wanyu. Nĩndĩĩmũkinyagĩria matukũ marĩa mwathĩrĩirio ma gũtũũra muoyo.,No one will miscarry or be barren in your land. I will fulfill the number of your days.
Exodus 23:27,"“Nĩngũtũma kĩmakania gĩakwa mbere yanyu, na ndũme ndũrĩrĩ iria mũrĩĩkoragĩrĩra inyiitwo nĩ kĩrigiicano. Nĩndĩtũmaga thũ cianyu imũũragĩre.","I will send my terror before you, and will confuse all the people to whom you come, and I will make all your enemies turn their backs to you."
Exodus 23:28,"Nĩngatũma magi mbere yanyu, maingate Ahivi, na Akaanani na Ahiti mamweherere.","I will send the hornet before you, which will drive out the Hivite, the Canaanite, and the Hittite, from before you."
Exodus 23:29,"No rĩrĩ, ndikamaingata o mwaka ũmwe, tondũ bũrũri wahota gũcooka gĩthaka, nacio nyamũ cia gĩthaka imũingĩhĩre mũno.","I will not drive them out from before you in one year, lest the land become desolate, and the animals of the field multiply against you."
Exodus 23:30,"Ndĩmaingataga o kahora o kahora, nginya rĩrĩa mũkaingĩha mũhote kwĩnyiitĩra bũrũri ũcio.","Little by little I will drive them out from before you, until you have increased and inherit the land."
Exodus 23:31,"“Nĩngekĩra mĩhaka yanyu kuuma Iria Itune, ndĩmĩikũrũkie nginya Iria rĩa Afilisti, na kuuma werũ-inĩ nginya Rũũĩ rwa Farati. Andũ arĩa maikaraga kũu nĩngamaneana moko-inĩ manyu, na inyuĩ mũmaingate mamweherere.","I will set your border from the Red Sea even to the sea of the Philistines, and from the wilderness to the River; for I will deliver the inhabitants of the land into your hand, and you shall drive them out before you."
Exodus 23:32,Mũtikagĩe na kĩrĩkanĩro nao kana na ngai ciao.,"You shall make no covenant with them, nor with their gods."
Exodus 23:33,"Mũtikareke matũũre bũrũri-inĩ wanyu; nĩ tondũ no matũme mũnjĩhĩrie, nĩ tondũ kũhooya ngai icio ciao ti-itherũ nĩgũkamũtoonyia mũtego-inĩ.”","They shall not dwell in your land, lest they make you sin against me, for if you serve their gods, it will surely be a snare to you.”"
Exodus 24:1,"Nake Jehova akĩĩra Musa atĩrĩ, “Ambata, ũũke kũrĩ Jehova, wee na Harũni, na Nadabu, na Abihu, na athuuri mĩrongo mũgwanja a Isiraeli, mũinamĩrĩre mũhooe mũrĩ haraaya,","He said to Moses, “Come up to Yahweh, you, and Aaron, Nadab, and Abihu, and seventy of the elders of Israel; and worship from a distance."
Exodus 24:2,no Musa wiki ũgaakuhĩrĩria Jehova; acio angĩ matigooke hakuhĩ. Nao andũ acio angĩ a Isiraeli matikambate nawe.”,"Moses alone shall come near to Yahweh, but they shall not come near. The people shall not go up with him.”"
Exodus 24:3,"Nake Musa agĩthiĩ na akĩĩra andũ ciugo ciothe cia Jehova na mawatho make, nao andũ magĩĩtĩkanĩria na mũgambo ũmwe, makiuga atĩrĩ, “Ũrĩa wothe Jehova oigĩte, nĩtũgwĩka.”","Moses came and told the people all Yahweh’s words, and all the ordinances; and all the people answered with one voice, and said, “All the words which Yahweh has spoken will we do.”"
Exodus 24:4,"Nake Musa akĩandĩka ũhoro wothe ũrĩa Jehova aarĩtie. Mũthenya ũyũ ũngĩ agĩũkĩra rũciinĩ tene, agĩaka kĩgongona magũrũ-inĩ ma kĩrĩma, na akĩrũgamia itugĩ ikũmi na igĩrĩ cia mahiga irũgamĩrĩire mĩhĩrĩga ikũmi na ĩĩrĩ ya Isiraeli.","Moses wrote all Yahweh’s words, then rose up early in the morning and built an altar at the base of the mountain, with twelve pillars for the twelve tribes of Israel."
Exodus 24:5,"Ningĩ agĩtũma aanake amwe a Isiraeli, nao makĩruta magongona ma njino, na magĩthĩnja tũtegwa tũrĩ igongona rĩa ũiguano kũrĩ Jehova.","He sent young men of the children of Israel, who offered burnt offerings and sacrificed peace offerings of cattle to Yahweh."
Exodus 24:6,"Musa akĩoya nuthu ya thakame yatuo akĩmĩĩkĩra mbakũri-inĩ, na nuthu ĩrĩa ĩngĩ akĩmĩminjaminjĩria kĩgongona kĩu.","Moses took half of the blood and put it in basins, and half of the blood he sprinkled on the altar."
Exodus 24:7,"Ningĩ akĩoya Ibuku rĩa Kĩrĩkanĩro, na akĩrĩthomera andũ. Nao andũ magĩĩtĩkanĩria, makiuga atĩrĩ, “Nĩtũgwĩka ũrĩa wothe Jehova oigĩte; nĩtũgwathĩka.”","He took the book of the covenant and read it in the hearing of the people, and they said, “We will do all that Yahweh has said, and be obedient.”"
Exodus 24:8,"Musa agĩcooka akĩoya thakame ĩyo, akĩmĩminjaminjĩria andũ, na akiuga atĩrĩ, “Ĩno nĩ thakame ya kĩrĩkanĩro kĩrĩa Jehova aarĩkanĩire na inyuĩ kũringana na ciugo ici ciothe.”","Moses took the blood, and sprinkled it on the people, and said, “Look, this is the blood of the covenant, which Yahweh has made with you concerning all these words.”"
Exodus 24:9,"Musa na Harũni, na Nadabu na Abihu hamwe na athuuri acio mĩrongo mũgwanja a Isiraeli makĩambata,","Then Moses, Aaron, Nadab, Abihu, and seventy of the elders of Israel went up."
Exodus 24:10,"na makĩona Ngai wa Isiraeli. Rungu rwa makinya make haarĩ handũ haakĩtwo wega na mahiga ma yakuti ya bururu, matherete o ta igũrũ rĩo rĩene.","They saw the God of Israel. Under his feet was like a paved work of sapphire† stone, like the skies for clearness."
Exodus 24:11,"No Jehova ndaigana kũhũũra atongoria acio a Isiraeli; nĩmoonire Ngai, na makĩrĩa na makĩnyua.","He didn’t lay his hand on the nobles of the children of Israel. They saw God, and ate and drank."
Exodus 24:12,"Nake Jehova akĩĩra Musa atĩrĩ, “Ambata, ũũke kũrĩ niĩ kĩrĩma igũrũ, na ũikare ho, na nĩngũcooka ngũnengere ihengere cia mahiga, irĩ na maandĩko ma watho na maathani marĩa nyandĩkĩte nĩguo ũmarutage andũ a Isiraeli.”","Yahweh said to Moses, “Come up to me on the mountain, and stay here, and I will give you the stone tablets with the law and the commands that I have written, that you may teach them.”"
Exodus 24:13,"Ningĩ Musa akiumagara marĩ na mũteithĩrĩria wake Joshua, nake Musa akĩambata kĩrĩma-inĩ kĩa Ngai.","Moses rose up with Joshua, his servant, and Moses went up onto God’s Mountain."
Exodus 24:14,"Akĩĩra athuuri acio atĩrĩ, “Twetererei haha nginya rĩrĩa tũgaacooka. Harũni na Huri marĩ hamwe na inyuĩ, mũndũ o wothe ũrĩa ũngĩgĩa na ciira nĩathiiage kũrĩ o.”","He said to the elders, “Wait here for us, until we come again to you. Behold, Aaron and Hur are with you. Whoever is involved in a dispute can go to them.”"
Exodus 24:15,"Rĩrĩa Musa aambatire kĩrĩma-inĩ, itu rĩkĩhumbĩra kĩrĩma,","Moses went up on the mountain, and the cloud covered the mountain."
Exodus 24:16,"naguo riiri wa Jehova ũgĩikara igũrũ rĩa Kĩrĩma gĩa Sinai. Kĩrĩma gĩkĩhumbĩrwo nĩ itu rĩu mĩthenya ĩtandatũ, na mũthenya wa mũgwanja Jehova agĩĩta Musa arĩ itu-inĩ rĩu.","Yahweh’s glory settled on Mount Sinai, and the cloud covered it six days. The seventh day he called to Moses out of the middle of the cloud."
Exodus 24:17,andũ a Isiraeli moonaga riiri wa Jehova ũtariĩ ta mwaki wa kũniinana ũrĩ kĩrĩma igũrũ.,The appearance of Yahweh’s glory was like devouring fire on the top of the mountain in the eyes of the children of Israel.
Exodus 24:18,"Hĩndĩ ĩyo Musa agĩtoonya itu-inĩ o akĩambataga kĩrĩma. Agĩikara kũu kĩrĩma-inĩ matukũ mĩrongo ĩna, ũtukũ na mũthenya.","Moses entered into the middle of the cloud, and went up on the mountain; and Moses was on the mountain forty days and forty nights."
Exodus 25:1,"Jehova akĩĩra Musa atĩrĩ,","Yahweh spoke to Moses, saying,"
Exodus 25:2,“Ĩra andũ a Isiraeli mandehere iruta. Nĩwe ũkwamũkĩra iruta rĩu handũ hakwa kuuma kũrĩ mũndũ o wothe ũrĩa ngoro yake ĩkwenda kũheana.,"“Speak to the children of Israel, that they take an offering for me. From everyone whose heart makes him willing you shall take my offering."
Exodus 25:3,"Maruta marĩa ũrĩamũkagĩra kuuma kũrĩ o nĩmo maya: thahabu, na betha na gĩcango;","This is the offering which you shall take from them: gold, silver, bronze,"
Exodus 25:4,"na ndigi cia rangi wa bururu, na cia rangi wa ndathi, na cia rangi mũtune ta gakarakũ, na gatani ĩrĩa njega, o na guoya wa mbũri;","blue, purple, scarlet, fine linen, goats’ hair,"
Exodus 25:5,"na njũa cia ndũrũme itoboketio rangi-inĩ mũtune, na njũa cia pomboo, na mbaũ cia mũgaa;","rams’ skins dyed red, sea cow hides,† acacia wood,"
Exodus 25:6,"na maguta ma mũtamaiyũ ma gwakia tawa; na mahuti manungi wega ma gũthondeka maguta ma gũitanĩrĩrio, na ũbumba ũrĩa mũnungi wega;","oil for the light, spices for the anointing oil and for the sweet incense,"
Exodus 25:7,"na tũhiga twa onigithi, na tũhiga tũngĩ twa goro twa gwĩkĩrwo ebodi- inĩ na gakuo ga gĩthũri.*","onyx stones, and stones to be set for the ephod and for the breastplate."
Exodus 25:8,"“Ningĩ ũnjakithĩrie handũ haamũre, na niĩ nĩngatũũranagia nao.","Let them make me a sanctuary, that I may dwell among them."
Exodus 25:9,"Thondekai hema ĩno nyamũre, na mwĩkĩre indo cia thĩinĩ kũringana na mũhano ũrĩa ngũkuonia.","According to all that I show you, the pattern of the tabernacle, and the pattern of all of its furniture, even so you shall make it."
Exodus 25:10,"“Nĩmathondekere ithandũkũ rĩa mbaũ cia mũgaa. Ũraihu warĩo ũkorwo ũrĩ mĩkono ĩĩrĩ na nuthu,† na kwarama kwarĩo gũkorwo kũrĩ mũkono ũmwe na nuthu,‡ na kũraiha na igũrũ kwarĩo gũkorwo nĩ mũkono ũmwe na nuthu.","“They shall make an ark of acacia wood. Its length shall be two and a half cubits,‡ its width a cubit and a half, and a cubit and a half its height."
Exodus 25:11,"Ithandũkũ rĩu rĩgemio na thahabu therie mĩena yeerĩ nja na thĩinĩ, na mũrĩtirihe na mũcibi wa thahabu mĩena yothe.","You shall overlay it with pure gold. You shall overlay it inside and outside, and you shall make a gold molding around it."
Exodus 25:12,"Rĩtwekerie icũhĩ inya cia thahabu, na ũcioherere magũrũ-inĩ marĩo mana, icũhĩ igĩrĩ mwena ũmwe na icũhĩ igĩrĩ mwena ũrĩa ũngĩ.","You shall cast four rings of gold for it, and put them in its four feet. Two rings shall be on the one side of it, and two rings on the other side of it."
Exodus 25:13,Ũcooke ũthondeke mĩtĩ mĩraaya ya mũgaa ũmĩgemie na thahabu.,"You shall make poles of acacia wood, and overlay them with gold."
Exodus 25:14,Toonyia mĩtĩ ĩyo mĩraaya icũhĩ- inĩ iria irĩ mĩena ya ithandũkũ nĩgeetha rĩkuuĩkage.,You shall put the poles into the rings on the sides of the ark to carry the ark.
Exodus 25:15,"Mĩtĩ ĩyo mĩraaya ĩrekwo ĩikarage icũhĩ-inĩ cia ithandũkũ rĩĩrĩ, na ndĩkeheragio.",The poles shall be in the rings of the ark. They shall not be taken from it.
Exodus 25:16,"Ũcooke wĩkĩre thĩinĩ wa ithandũkũ rĩu Ũira, ũrĩa ngũkũhe.",You shall put the covenant which I shall give you into the ark.
Exodus 25:17,"“Thondeka gĩtĩ gĩa tha gĩa thahabu therie, gĩkorwo kĩrĩ kĩa ũraihu wa mĩkono ĩĩrĩ na nuthu,§ na wariĩ wa mũkono ũmwe na nuthu.*","You shall make a mercy seat of pure gold. Two and a half cubits shall be its length, and a cubit and a half its width."
Exodus 25:18,"Na ũture makerubi meerĩ ma thahabu, ũmekĩre mĩthia-inĩ ya gĩtĩ kĩu gĩa tha.",You shall make two cherubim of hammered gold. You shall make them at the two ends of the mercy seat.
Exodus 25:19,"Thondeka ikerubi rĩmwe rĩikare mũthia-inĩ ũmwe, na ikerubi rĩu rĩngĩ rĩikare mũthia-inĩ ũrĩa ũngĩ wa gĩtĩ gĩa tha; thondeka makerubi macio maanyiitanĩte na gĩtĩ gĩa tha mĩthia- inĩ yeerĩ.","Make one cherub at the one end, and one cherub at the other end. You shall make the cherubim on its two ends of one piece with the mercy seat."
Exodus 25:20,"Makerubi macio makorwo matambũrũkĩtie mathagu mamo na igũrũ, magathiĩka gĩtĩ kĩu gĩa tha namo. Makerubi macio makorwo maroranĩte, na marorete gĩtĩ kĩu gĩa tha.","The cherubim shall spread out their wings upward, covering the mercy seat with their wings, with their faces toward one another. The faces of the cherubim shall be toward the mercy seat."
Exodus 25:21,"Igĩrĩra gĩtĩ kĩu gĩa tha igũrũ rĩa ithandũkũ, na wĩkĩre thĩinĩ wa ithandũkũ rĩu Ũira ũrĩa ngũkũhe.","You shall put the mercy seat on top of the ark, and in the ark you shall put the covenant that I will give you."
Exodus 25:22,"Na hau igũrũ wa gĩtĩ gĩa tha, gatagatĩ ka makerubi macio meerĩ marĩ igũrũ wa ithandũkũ rĩa Ũira nĩngacemania nawe ngũhe maathani makwa mothe nĩ ũndũ wa andũ a Isiraeli.","There I will meet with you, and I will tell you from above the mercy seat, from between the two cherubim which are on the ark of the covenant, all that I command you for the children of Israel."
