Reference,Kikuyu,English
Luke 13:3,"Ngũmwĩra atĩrĩ, aca! No rĩrĩ, mwaga kwĩrira, o na inyuĩ inyuothe mũkaniinwo o tao.","I tell you, no, but unless you repent, you will all perish in the same way."
Luke 13:4,"Kana andũ arĩa ikũmi na anana, arĩa magwĩrĩirwo nĩ nyũmba ĩrĩa ndaaya kũu itũũra rĩa Siloamu ĩkĩmooraga-rĩ, anga mũgwĩciiria atĩ maarĩ na mahĩtia maingĩ gũkĩra andũ arĩa angĩ othe maatũũraga kũu Jerusalemu?",Or those eighteen on whom the tower in Siloam fell and killed them—do you think that they were worse offenders than all the men who dwell in Jerusalem?
Luke 13:5,"Ngũmwĩra atĩrĩ, aca! No rĩrĩ, mwaga kwĩrira, o na inyuĩ inyuothe mũkaaniinwo o tao.”","I tell you, no, but, unless you repent, you will all perish in the same way.”"
Luke 13:6,"Agĩcooka akĩmaarĩria na ngerekano, akiuga atĩrĩ, “Mũndũ ũmwe aarĩ na mũkũyũ wahandĩtwo thĩinĩ wa mũgũnda wake wa mĩthabibũ, nake agĩthiĩ gũcaria maciaro mũtĩ-inĩ ũcio, no ndaigana kuona ngũyũ o na ĩmwe.","He spoke this parable. “A certain man had a fig tree planted in his vineyard, and he came seeking fruit on it and found none."
Luke 13:7,"Nĩ ũndũ ũcio, akĩĩra mũruti wa wĩra wa mũgũnda ũcio wa mĩthabibũ atĩrĩ, ‘Rĩu nĩ mĩaka ĩtatũ njũkaga gũcaria maciaro mũkũyũ-inĩ, ũyũ na ndirĩ ndoona ngũyũ o na ĩmwe. Ũteme! Ũũthũkagĩria mũgũnda nĩkĩ?’","He said to the vine dresser, ‘Behold, these three years I have come looking for fruit on this fig tree, and found none. Cut it down! Why does it waste the soil?’"
Luke 13:8,"“No mũndũ ũcio akĩmũcookeria, akĩmwĩra atĩrĩ, ‘Mwathi ũyũ, nĩtũreke ũikare mwaka ũngĩ ũmwe, ndĩũrĩmĩre na ndĩwĩkĩre thumu.","He answered, ‘Lord, leave it alone this year also, until I dig around it and fertilize it."
Luke 13:9,"Naguo ũngĩciara hĩndĩ ĩyo, nĩ wega! No ũngĩaga gũciara, no ũtemwo.’ ”","If it bears fruit, fine; but if not, after that, you can cut it down.’ ”"
Luke 13:10,"Na rĩrĩ, mũthenya ũmwe wa Thabatũ, Jesũ nĩkũrutana aarutanaga thĩinĩ wa thunagogi ĩmwe,",He was teaching in one of the synagogues on the Sabbath day.
Luke 13:11,nakuo gũgĩkorwo nĩ kwarĩ na mũtumia wonjetio nĩ ngoma thũku mĩaka ikũmi na ĩnana. Atũire ainamĩrĩire atekũhota gwĩtiira o na hanini.,"Behold, there was a woman who had a spirit of infirmity eighteen years. She was bent over and could in no way straighten herself up."
Luke 13:12,"Hĩndĩ ĩrĩa Jesũ aamuonire, akĩmwĩta, akĩmwĩra atĩrĩ, “Mũtumia ũyũ nĩwohorwo kuuma kũrĩ wonje waku.”","When Jesus saw her, he called her and said to her, “Woman, you are freed from your infirmity.”"
Luke 13:13,"Agĩcooka akĩmũigĩrĩra moko, na kahinda o kau agĩĩtiira, na akĩgooca Ngai.","He laid his hands on her, and immediately she stood up straight and glorified God."
Luke 13:14,"Nake mũnene wa thunagogi akĩrakara mũno nĩ ũndũ wa Jesũ kũhonania mũthenya wa Thabatũ. Nake akĩĩra andũ atĩrĩ, “He na mĩthenya ĩtandatũ ya kũruta wĩra. Nĩ ũndũ ũcio, ũkagai kũhonio mĩthenya ĩyo, no ti mũthenya wa Thabatũ.”","The ruler of the synagogue, being indignant because Jesus had healed on the Sabbath, said to the multitude, “There are six days in which men ought to work. Therefore come on those days and be healed, and not on the Sabbath day!”"
Luke 13:15,"Nowe Mwathani akĩmũcookeria, akĩmwĩra atĩrĩ, “Inyuĩ hinga ici! Githĩ o mũndũ wanyu ndohoraga ndegwa yake kana ndigiri yake yume kiugũ mũthenya wa Thabatũ, amĩtware ĩthiĩ ĩkanyue maaĩ?","Therefore the Lord answered him, “You hypocrites! Doesn’t each one of you free his ox or his donkey from the stall on the Sabbath and lead him away to water?"
Luke 13:16,"Nake mũtumia ũyũ mwarĩ wa Iburahĩmu, ũrĩa ũtũire ohetwo nĩ Shaitani mĩaka ikũmi na ĩnana; ndakĩagĩrĩrwo nĩ kuohorwo o na kũrĩ mũthenya wa Thabatũ?”","Ought not this woman, being a daughter of Abraham whom Satan had bound eighteen long years, be freed from this bondage on the Sabbath day?”"
Luke 13:17,"Rĩrĩa oigire ũguo, thũ ciake ciothe igĩconoka, no kĩrĩndĩ kĩu kĩa andũ gĩgĩkena nĩ ũndũ wa maũndũ ma magegania marĩa eekaga.","As he said these things, all his adversaries were disappointed; and all the multitude rejoiced for all the glorious things that were done by him."
Luke 13:18,"Ningĩ Jesũ akĩũria atĩrĩ, “Ũthamaki wa Ngai ũhaanaine na kĩ? Na ngũũgerekania na kĩĩ?","He said, “What is God’s Kingdom like? To what shall I compare it?"
Luke 13:19,"Ũhaana ta mbeũ ya karatarĩ ĩrĩa mũndũ oire akĩhaanda mũgũnda wake. Igĩkũra ĩgĩtuĩka mũtĩ, nacio nyoni cia rĩera-inĩ igĩũka igĩaka itara honge-inĩ ciaguo.”","It is like a grain of mustard seed which a man took and put in his own garden. It grew and became a large tree, and the birds of the sky live in its branches.”"
Luke 13:20,"Ningĩ akĩũria atĩrĩ, “Ingĩgerekania ũthamaki wa Ngai na kĩĩ?","Again he said, “To what shall I compare God’s Kingdom?"
Luke 13:21,"Ũhaana ta ndawa ya kũimbia mĩgate ĩrĩa mũndũ-wa-nja ooire na akĩmĩtukania na mũtu mũingĩ, o nginya wothe ũkĩimba.”","It is like yeast, which a woman took and hid in three measures † of flour, until it was all leavened.”"
Luke 13:22,Nake Jesũ agĩthiĩ ahĩtũkĩire matũũra-inĩ na tũtũũra-inĩ akĩrutanaga erekeire Jerusalemu.,"He went on his way through cities and villages, teaching, and traveling on to Jerusalem."
Luke 13:23,"Nake mũndũ ũmwe akĩmũũria atĩrĩ, “Mwathani anga no andũ anini tu makahonokio?” Nakeakĩmeeraatĩrĩ,","One said to him, “Lord, are they few who are saved?” He said to them,"
Luke 13:24,"“Geragiainahinyagũtoonyeramũrangoũrĩamũceke; tondũngũmwĩraatĩrĩ, andũ aingĩ nĩ makaageria gũtoonya, no matikahota.","“Strive to enter in by the narrow door, for many, I tell you, will seek to enter in and will not be able."
Luke 13:25,"Rĩrĩa mwene nyũmba agaakorwo okĩrĩte na ahinge mũrango-rĩ, mũkaarũgama hau nja mũkĩringaringaga mũrango mũkĩmũthaithaga, mũkoiga atĩrĩ, ‘Mwathi witũ, tũhingũrĩre mũrango.’ “Nake nĩakamũcookeria amwĩre atĩrĩ, ‘Niĩ ndimũũĩ o na ndiũĩ kũrĩa muumĩte.’","When once the master of the house has risen up and has shut the door, and you begin to stand outside and to knock at the door, saying, ‘Lord, Lord, open to us!’ then he will answer and tell you, ‘I don’t know you or where you come from.’"
Luke 13:26,"“Hĩndĩ ĩyo nĩmũkoiga atĩrĩ, ‘Nĩtwarĩĩanagĩra na tũkanyuuanĩra nawe, o na nĩwarutanaga njĩra-inĩ cia matũũra maitũ.’","Then you will begin to say, ‘We ate and drank in your presence, and you taught in our streets.’"
Luke 13:27,"“Nowe nĩakamacookeria atĩrĩ, ‘Niĩ ndimũũĩ, o na ndiũĩ kũrĩa muumĩte. Njehererai, inyuĩ inyuothe mwĩkaga ũũru!’","He will say, ‘I tell you, I don’t know where you come from. Depart from me, all you workers of iniquity.’"
Luke 13:28,"“Kũu nĩgũkagĩa na kĩrĩro, na kũhagarania magego, rĩrĩa mũkoona Iburahĩmu, na Isaaka, na Jakubu, na anabii othe marĩ ũthamaki-inĩ wa Ngai, no inyuĩ mũkorwo mũikĩtio nja.","There will be weeping and gnashing of teeth when you see Abraham, Isaac, Jacob, and all the prophets in God’s Kingdom, and yourselves being thrown outside."
Luke 13:29,"Nao andũ nĩmagooka kuuma mwena wa irathĩro, na wa ithũĩro, na wa gathigathini, na wa gũthini, maikare thĩ iruga-inĩ kũu ũthamaki-inĩ wa Ngai.","They will come from the east, west, north, and south, and will sit down in God’s Kingdom."
Luke 13:30,"No ti-itherũ, nĩ kũrĩ andũ marĩ thuutha magaatuĩka a mbere, na nĩ kũrĩ a mbere magaatuĩka a thuutha.”","Behold, there are some who are last who will be first, and there are some who are first who will be last.”"
Luke 13:31,"O hĩndĩ ĩyo Afarisai amwe magĩũka kũrĩ Jesũ makĩmwĩra atĩrĩ, “Uma gũkũ ũthiĩ kũndũ kũngĩ. Herode nĩarenda gũkũũragithia.”","On that same day, some Pharisees came, saying to him, “Get out of here and go away, for Herod wants to kill you.”"
Luke 13:32,"Nake agĩcookia atĩrĩ, “Thiĩi mũkeere mbwe ĩyo atĩrĩ, ‘Ũmũthĩ na rũciũ ngũkorwo ngĩingata ndaimono na ngĩhonia andũ, na mũthenya wa ĩtatũ ndĩĩkie wĩra wakwa.’","He said to them, “Go and tell that fox, ‘Behold, I cast out demons and perform cures today and tomorrow, and the third day I complete my mission."
Luke 13:33,"O na kũrĩ ũguo, ũmũthĩ na rũciũ o na oke no nginya ngorwo ngĩthiĩ o na mbere, nĩgũkorwo ti-itherũ gũtirĩ mũnabii ũngĩkuĩra nja ya Jerusalemu!","Nevertheless I must go on my way today and tomorrow and the next day, for it can’t be that a prophet would perish outside of Jerusalem.’"
Luke 13:34,"“Atĩrĩrĩ, wee Jerusalemu, Jerusalemu, wee ũragaga anabii, na ũkahũũra na mahiga nyuguto arĩa matũmĩtwo kũrĩ we, nĩ maita maingĩ atĩa ndanenda gũcookanĩrĩria ciana ciaku hamwe o ta ũrĩa ngũkũ ĩcookanagĩrĩria tũcui twayo mathagu-inĩ mayo, no ndũnjĩtĩkagĩria!","“Jerusalem, Jerusalem, you who kills the prophets and stones those who are sent to her! How often I wanted to gather your children together, like a hen gathers her own brood under her wings, and you refused!"
Luke 13:35,"Atĩrĩrĩ, nyũmba yaku ĩiyũrĩte ihooru. Ngũmwĩra atĩrĩ, mũtikanyona rĩngĩ o nginya rĩrĩa mũkoiga atĩrĩ, ‘Kũrathimwo nĩ mũndũ ũrĩa ũgũũka na rĩĩtwa rĩa Mwathani.’ ”","Behold, your house is left to you desolate. I tell you, you will not see me until you say, ‘Blessed is he who comes in the name of the Lord!’ ” *"
Luke 14:1,"Na rĩrĩ, mũthenya ũmwe wa Thabatũ, Jesũ nĩathiire kũrĩa irio nyũmba ya mũnene ũmwe wa Afarisai, nao andũ maikarĩte mamũrorete mũno.","When he went into the house of one of the rulers of the Pharisees on a Sabbath to eat bread, they were watching him."
Luke 14:2,Na hau mbere yake nĩ haarĩ na mũndũ warũarĩte mũrimũ wa kũimba mwĩrĩ.,"Behold, a certain man who had dropsy was in front of him."
Luke 14:3,"Jesũ akĩũria Afarisai na arutani a watho atĩrĩ, “Watho nĩwĩtĩkĩrĩtie kũhonania mũthenya wa Thabatũ, kana ndwĩtĩkĩrĩtie?”","Jesus, answering, spoke to the lawyers and Pharisees, saying, “Is it lawful to heal on the Sabbath?”"
Luke 14:4,"No-o magĩkira ki. Nake akĩnyiita mũndũ ũcio, akĩmũhonia na akĩmwĩra athiĩ.","But they were silent. He took him, and healed him, and let him go."
Luke 14:5,"Agĩcooka akĩmooria atĩrĩ, “Nũũ wanyu ũngĩaga kũruta mũriũ irima, kana ndegwa yake ĩgwĩte irima rĩa maaĩ mũthenya wa Thabatũ?”","He answered them, “Which of you, if your son† or an ox fell into a well, wouldn’t immediately pull him out on a Sabbath day?”"
Luke 14:6,Nao makĩaga ũndũ wa kũmũcookeria.,They couldn’t answer him regarding these things.
Luke 14:7,"Rĩrĩa Jesũ oonire ũrĩa ageni maathuuraga itĩ iria ciaikaragĩrwo nĩ ageni a gũtĩĩo maikarĩre cio- rĩ, akĩmahe ngerekano ĩno, akiuga atĩrĩ:","He spoke a parable to those who were invited, when he noticed how they chose the best seats, and said to them,"
Luke 14:8,"“Mũndũ angĩgwĩta iruga-inĩ rĩa kĩhikanio-rĩ, ndũgaikarĩre itĩ iria ciigĩirwo ageni a gũtĩĩo, tondũ no hakorwo mũndũ ũngĩ mũtĩĩe gũgũkĩra wĩtĩtwo nĩ mwene iruga.","“When you are invited by anyone to a wedding feast, don’t sit in the best seat, since perhaps someone more honorable than you might be invited by him,"
Luke 14:9,"Kũngĩkĩhaana ũguo-rĩ, mwene iruga ũrĩa ũmwĩtĩte inyuĩ eerĩ no ooke, akwĩre atĩrĩ, ‘Eherera mũndũ ũyũ gĩtĩ kĩu.’ Hĩndĩ ĩyo, nĩũgaaikara thuutha biũ ũconokete.","and he who invited both of you would come and tell you, ‘Make room for this person.’ Then you would begin, with shame, to take the lowest place."
Luke 14:10,"No hĩndĩ ĩrĩa ũngĩtwo-rĩ, ikaragĩra itĩ cia thuutha, nĩgeetha ũrĩa ũgwĩtĩte ooka, akwĩre atĩrĩ, ‘Mũrata wakwa, thiĩ ũgaikare harĩa mbere.’ Hĩndĩĩyonĩũkaheogĩtĩĩo maitho-inĩma ageniarĩa angĩothe.","But when you are invited, go and sit in the lowest place, so that when he who invited you comes, he may tell you, ‘Friend, move up higher.’ Then you will be honored in the presence of all who sit at the table with you."
Luke 14:11,"Nĩgũkorwomũndũũrĩawothe wĩtũgagĩria nĩakanyiihio, na ũrĩa wothe wĩnyiihagia nĩagatũũgĩrio.”","For everyone who exalts himself will be humbled, and whoever humbles himself will be exalted.”"
Luke 14:12,"Jesũ agĩcooka akĩĩra mũndũ ũcio wamwĩtĩte atĩrĩ, “Waruga iruga rĩa mũthenya kana rĩa hwaĩ-inĩ- rĩ, ndũgetage o arata aku kana ariũ a thoguo, kana andũ anyu, o na kana andũ arĩa atongu a itũũra rĩanyu; ũngĩka ũguo-rĩ, nao nĩmagagwĩta na nĩ ũndũ ũcio makũrĩhe ũguo ũmekĩte.","He also said to the one who had invited him, “When you make a dinner or a supper, don’t call your friends, nor your brothers, nor your kinsmen, nor rich neighbors, or perhaps they might also return the favor, and pay you back."
Luke 14:13,"No hĩndĩ ĩrĩa waruga iruga ĩtaga athĩĩni, na cionje, na ithua, na atumumu,","But when you make a feast, ask the poor, the maimed, the lame, or the blind;"
Luke 14:14,"nawe nĩũkarathimwo. O na gũtuĩka matingĩhota gũkũrĩha, nĩũkarĩhwo hĩndĩ ĩrĩa andũ arĩa athingu makaariũkio.”","and you will be blessed, because they don’t have the resources to repay you. For you will be repaid in the resurrection of the righteous.”"
Luke 14:15,"Na rĩrĩa mũndũ ũmwe wa arĩa maikarĩte metha-inĩ hamwe nake aiguire ũguo, akĩĩra Jesũ atĩrĩ, “Kũrathimwo-rĩ, nĩ mũndũ ũrĩa ũkaarĩa irio iruga-inĩ rĩa ũthamaki wa Ngai.”","When one of those who sat at the table with him heard these things, he said to him, “Blessed is he who will feast in God’s Kingdom!”"
Luke 14:16,"Nake Jesũ akĩmũcookeria atĩrĩ, “Mũndũ ũmwe nĩahaarĩirie iruga inene na agĩĩta ageni aingĩ.","But he said to him, “A certain man made a great supper, and he invited many people."
Luke 14:17,"Nacio thaa cia kũrĩa ciakinya, agĩtũma ndungata yake ĩkeere andũ arĩa meetĩtwo atĩrĩ, ‘Ũkai, nĩgũkorwo maũndũ mothe nĩmahaarĩrie.’","He sent out his servant at supper time to tell those who were invited, ‘Come, for everything is ready now.’"
Luke 14:18,"“Nao othe, o mũndũ akĩambĩrĩria kũheana ciĩgwatio. Wa mbere akiuga atĩrĩ, ‘No hĩndĩ ndĩragũrire mũgũnda na no nginya thiĩ ngawone. Thiĩ ũmwĩre andekere.’","They all as one began to make excuses. “The first said to him, ‘I have bought a field, and I must go and see it. Please have me excused.’"
Luke 14:19,"“Ũrĩa ũngĩ akiuga atĩrĩ, ‘No hĩndĩ ndĩragũrire ndegwa ikũmi cia kũrĩma, na nĩndĩrathiĩ gũcigeria. Thiĩ ũmwĩre andekere.’","“Another said, ‘I have bought five yoke of oxen, and I must go try them out. Please have me excused.’"
Luke 14:20,"“Nake ũngĩ akiuga atĩrĩ, ‘No hĩndĩ ndĩrahikanirie, nĩ ũndũ ũcio ndiihota gũũka.’","“Another said, ‘I have married a wife, and therefore I can’t come.’"
Luke 14:21,"“Ndungata ĩyo ĩgĩthiĩ, ĩkĩmenyithia mwathi wayo ũhoro ũcio. Hĩndĩ ĩyo mwene mũciĩ akĩrakara na agĩatha ndungata ĩyo akĩmĩĩra atĩrĩ, ‘Umagara narua ũthiĩ njĩra-inĩ iria nene, o na tũcĩra-inĩ twa itũũra, ũrehe athĩĩni, na cionje, na arĩa atumumu, o na ithua.’","“That servant came, and told his lord these things. Then the master of the house, being angry, said to his servant, ‘Go out quickly into the streets and lanes of the city, and bring in the poor, maimed, blind, and lame.’"
Luke 14:22,"“Nayo ndungata ĩyo ĩkiuga atĩrĩ, ‘Mwathi wakwa, ũrĩa wathanire nĩwĩkĩtwo, na no hatigaire handũ.’","“The servant said, ‘Lord, it is done as you commanded, and there is still room.’"
Luke 14:23,"“Hĩndĩ ĩyo Mwathi wayo akĩĩra ndungata ĩyo atĩrĩ, ‘Umagara ũthiĩ rĩu njĩra-inĩ na ndeere-inĩ cia mĩgũnda, ũkaringĩrĩrie andũ moke nĩgeetha nyũmba yakwa ĩiyũre.","“The lord said to the servant, ‘Go out into the highways and hedges, and compel them to come in, that my house may be filled."
Luke 14:24,"Ngũmwĩra atĩrĩ, gũtirĩ mũndũ o na ũmwe wa acio metĩtwo ũgaacama iruga rĩakwa.’ ”","For I tell you that none of those men who were invited will taste of my supper. For many are called, but few are chosen.‡’ ”"
Luke 14:25,"Na rĩrĩ, andũ aingĩ nĩmatwaranire na Jesũ, nake akĩmahũgũkĩra, akĩmeera atĩrĩ,","Now great multitudes were going with him. He turned and said to them,"
Luke 14:26,"“Mũndũ o wothe angĩũka kũrĩ niĩ na aage gũthũũra ithe na nyina, na mũtumia wake, na ciana ciake, na ariũ a nyina, na aarĩ a nyina, o na muoyo wake we mwene-rĩ, ndangĩhota gũtuĩka mũrutwo wakwa.","“If anyone comes to me, and doesn’t disregard§ his own father, mother, wife, children, brothers, and sisters, yes, and his own life also, he can’t be my disciple."
Luke 14:27,"Nake mũndũ o wothe ũtegwĩkuuĩra mũtĩ wake wa kwambĩrwo anũmĩrĩre, ndangĩhota gũtuĩka mũrutwo wakwa.","Whoever doesn’t bear his own cross and come after me, can’t be my disciple."
Luke 14:28,"“Atĩrĩrĩ, mũndũ ũmwe wanyu angĩenda gwaka nyũmba ndaaya na igũrũ-rĩ, githĩ ndangĩamba gũikara thĩ atare thogora nĩguo one kana wĩra na mbeeca cia kũmĩrĩkia?","For which of you, desiring to build a tower, doesn’t first sit down and count the cost, to see if he has enough to complete it?"
Luke 14:29,"Nĩgũkorwo angĩremwo nĩ kũmĩrĩkia thuutha wa gwaka mũthingi, andũ arĩa othe marĩmĩonaga nĩmarĩmũthekagĩrĩra,","Or perhaps, when he has laid a foundation and isn’t able to finish, everyone who sees begins to mock him,"
Luke 14:30,"makoiga atĩrĩ, ‘Mũndũ ũyũ aambĩrĩirie gwaka nyũmba akĩremwo nĩ kũmĩrĩkia.’","saying, ‘This man began to build and wasn’t able to finish.’"
Luke 14:31,"“Kana mũthamaki angĩkorwo akiriĩ gũthiĩ kũrũa mbaara na mũthamaki ũngĩ-rĩ, githĩ ndan- gĩamba gũikara thĩ ecũũranie kana ahota kũrũa arĩ na andũ ngiri ikũmi na mũthamaki ũrĩa ũroka kũmũũkĩrĩra arĩ na andũ ngiri mĩrongo ĩĩrĩ?","Or what king, as he goes to encounter another king in war, will not sit down first and consider whether he is able with ten thousand to meet him who comes against him with twenty thousand?"
Luke 14:32,"Angĩona atĩ ndangĩhota kũmũtooria, angĩtũmĩra mũthamaki ũcio ũngĩ andũ arĩ o kũraya mathiĩ makamũũrie kũgĩe na thayũ.","Or else, while the other is yet a great way off, he sends an envoy and asks for conditions of peace."
Luke 14:33,"Ũguo noguo, mũndũ o wothe wanyu angĩaga kũrekia indo ciothe iria arĩ nacio, ndangĩtuĩka mũrutwo wakwa.","So therefore, whoever of you who doesn’t renounce all that he has, he can’t be my disciple."
Luke 14:34,"“Na rĩrĩ, cumbĩ nĩ mwega, no cumbĩ ũngĩkorwo nĩũthirĩte mũcamo waguo-rĩ, ũngĩcooka gũcamithio ta cumbĩ na kĩ?","“Salt is good, but if the salt becomes flat and tasteless, with what do you season it?"
Luke 14:35,"Cumbĩ ũcio ndũrĩ bata gũitwo tĩĩri-inĩ o na kana gũitwo kĩara-inĩ, nĩgũteeo ũteagwo. “Ũrĩa ũrĩ na matũ ma kũigua, nĩakĩigue.”","It is fit neither for the soil nor for the manure pile. It is thrown out. He who has ears to hear, let him hear.”"
Luke 15:1,"Na rĩrĩ, etia mbeeca cia igooti na “ehia” othe nĩmoonganaga harĩ we nĩguo mamũigue.",Now all the tax collectors and sinners were coming close to him to hear him.
Luke 15:2,"No Afarisai na arutani a watho magĩteta makiuga atĩrĩ, “Mũndũ ũyũ nĩamũkagĩra ehia na akarĩĩanĩra nao.”","The Pharisees and the scribes murmured, saying, “This man welcomes sinners, and eats with them.”"
Luke 15:3,Nĩ ũndũ ũcio Jesũ akĩmahe ngerekano ĩno akĩmeera atĩrĩ:,He told them this parable:
Luke 15:4,"“Mũndũ ũmwe wanyu angĩkorwo na ngʼondu igana rĩmwe, na ĩmwe yacio yũre-rĩ, githĩ ndatigaga icio mĩrongo kenda na kenda kũu werũ- inĩ, athiĩ agacarie ĩyo ĩmwe yũrĩte, nginya amĩone?","“Which of you men, if you had one hundred sheep and lost one of them, wouldn’t leave the ninety-nine in the wilderness and go after the one that was lost, until he found it?"
Luke 15:5,"Na aarĩkia kũmĩona, akamĩigĩrĩra ciande ciake akenete,","When he has found it, he carries it on his shoulders, rejoicing."
Luke 15:6,"akainũka mũciĩ. Agacooka ageeta arata ake na andũ a itũũra hamwe, akameera atĩrĩ, ‘Ũkai tũkenanĩre nĩ ũndũ nĩnyonete ngʼondu yakwa ĩrĩa ĩrorĩte.’","When he comes home, he calls together his friends and his neighbors, saying to them, ‘Rejoice with me, for I have found my sheep which was lost!’"
Luke 15:7,"Ngũmwĩra atĩrĩ, ũguo noguo kũgĩaga gĩkeno kĩnene igũrũ nĩ ũndũ wa mũndũ ũmwe mwĩhia wĩrirĩte, gũkĩra ũrĩa gũkenagwo nĩ ũndũ wa andũ mĩrongo kenda na kenda athingu arĩa matabatarĩtio nĩ kwĩrira.","I tell you that even so there will be more joy in heaven over one sinner who repents, than over ninety-nine righteous people who need no repentance."
Luke 15:8,"“Kana mũtumia angĩkorwo arĩ na icunjĩ ikũmi cia betha, ĩmwe yacio yũre-rĩ, githĩ ndagwatagia tawa, akahaata nyũmba yothe, na akamĩcaria na kĩyo o nginya amĩone?","“Or what woman, if she had ten drachma† coins, if she lost one drachma coin, wouldn’t light a lamp, sweep the house, and seek diligently until she found it?"
Luke 15:9,"Na amĩona-rĩ, ageeta arata ake o na andũ a itũũra hamwe, akameera atĩrĩ, ‘Ũkai tũkenanĩre tondũ nĩnyonete mbeeca yakwa ĩrĩa ĩrorĩte.’","When she has found it, she calls together her friends and neighbors, saying, ‘Rejoice with me, for I have found the drachma which I had lost!’"
Luke 15:10,"Ngũmwĩra atĩrĩ, ũguo noguo gũkoragwo na gĩkeno harĩ araika a Ngai nĩ ũndũ wa mwĩhia ũmwe wĩrirĩte.”","Even so, I tell you, there is joy in the presence of the angels of God over one sinner repenting.”"
Luke 15:11,"Jesũ agĩthiĩ na mbere akĩmeera atĩrĩ, “Nĩ kwarĩ na mũndũ ũmwe warĩ na ariũ eerĩ.","He said, “A certain man had two sons."
Luke 15:12,"Ũrĩa mũnini akĩĩra ithe atĩrĩ, ‘Baba ngaĩra igai rĩrĩa rĩngĩgatuĩka rĩakwa.’ Nĩ ũndũ ũcio ithe akĩmagayania indo ciake.","The younger of them said to his father, ‘Father, give me my share of your property.’ So he divided his livelihood between them."
Luke 15:13,"“Na matukũ manini mathira, mũriũ ũcio mũnini agĩcookanĩrĩria indo ciake ciothe, akiumagara agĩthiĩ bũrũri warĩ kũraya, na arĩ kũu agĩitanga indo ciake na mũtũũrĩre wa ũmaramari.","Not many days after, the younger son gathered all of this together and traveled into a far country. There he wasted his property with riotous living."
Luke 15:14,"Nake aarĩkia kũhũthĩra indo ciake ciothe, gũkĩgĩa na ngʼaragu nene kũu bũrũri ũcio wothe, nake akĩambĩrĩria gũthĩĩnĩka.","When he had spent all of it, there arose a severe famine in that country, and he began to be in need."
Luke 15:15,"Nĩ ũndũ ũcio agĩthiĩ kũũria wĩra kũrĩ mũndũ ũmwe wa bũrũri ũcio, nake akĩmũtwara akarĩithagie ngũrwe gĩthaka-inĩ gĩake.","He went and joined himself to one of the citizens of that country, and he sent him into his fields to feed pigs."
Luke 15:16,Nĩeriragĩria kwĩhũũnia na makoro marĩa maarĩĩagwo nĩ ngũrwe icio tondũ gũtirĩ mũndũ wamũheaga kĩndũ gĩa kũrĩa.,"He wanted to fill his belly with the pods that the pigs ate, but no one gave him any."
Luke 15:17,"“Na rĩrĩa ecookerire, akiuga atĩrĩ, ‘Nĩ ndungata ciigana atĩa cia baba irĩ na irio cia gũciigana o na igatigara, na niĩ nguagĩre gũkũ nĩ ngʼaragu!","But when he came to himself, he said, ‘How many hired servants of my father’s have bread enough to spare, and I’m dying with hunger!"
Luke 15:18,"Nĩngũũkĩra thiĩ kũrĩ baba ngamwĩre atĩrĩ: Baba, nĩnjĩhĩirie Ngai na ngakwĩhĩria.","I will get up and go to my father, and will tell him, “Father, I have sinned against heaven and in your sight."
Luke 15:19,Ndĩagĩrĩirwo nĩgũcooka gwĩtagwo mũrũguo rĩngĩ; ndua ta ndungata ĩmwe yaku.’,I am no more worthy to be called your son. Make me as one of your hired servants.” ’
Luke 15:20,"Nĩ ũndũ ũcio agĩũkĩra, agĩthiĩ kũrĩ ithe. “No arĩ o haraaya, ithe akĩmuona, nake akĩringwo nĩ tha nĩ ũndũ wake; agĩtengʼera kũrĩ mũrũwe, akĩmũhĩmbĩria na akĩmũmumunya.","“He arose and came to his father. But while he was still far off, his father saw him and was moved with compassion, and ran, fell on his neck, and kissed him."
Luke 15:21,"“Nake mũriũ akĩmwĩra atĩrĩ, ‘Baba, nĩnjĩhĩirie Ngai o na ngakwĩhĩria. Ndiagĩrĩirwo nĩgũcooka gwĩtagwo mũrũguo rĩngĩ.’","The son said to him, ‘Father, I have sinned against heaven and in your sight. I am no longer worthy to be called your son.’"
Luke 15:22,"“No ithe akĩĩra ndungata ciake atĩrĩ, ‘Thiĩi narua mũrehe nguo ĩrĩa njega mũno mũmũhumbe, na mũmwĩkĩre gĩcũhĩ kĩara, na iraatũ magũrũ.","“But the father said to his servants, ‘Bring out the best robe and put it on him. Put a ring on his hand and sandals on his feet."
Luke 15:23,Ningĩ mũrehe njaũ ya gĩcegũ ĩrĩa noru mũmĩthĩnje. Mũreke tũgĩe na iruga na tũkũngũĩre.,"Bring the fattened calf, kill it, and let’s eat and celebrate;"
Luke 15:24,Nĩgũkorwo mũriũ ũyũ wakwa ararĩ mũkuũ na nĩariũkĩte; nĩarorĩte na rĩu nĩonekete.’ Nĩ ũndũ ũcio makĩambĩrĩria gũkũngũĩra.,"for this, my son, was dead and is alive again. He was lost and is found.’ Then they began to celebrate."
Luke 15:25,"“Na rĩrĩ, hĩndĩ ĩyo mũriũ ũrĩa mũkũrũ aarĩ mũgũnda. Na rĩrĩa aakuhĩrĩirie mũciĩ akĩinũka-rĩ, akĩigua gũkĩinwo nyĩmbo na ndũhiũ.","“Now his elder son was in the field. As he came near to the house, he heard music and dancing."
